1/25/2021,21ENFCP-00134HS,Enforcement  - Housing Complaint,MRVP - 2nd flrContact - Clara Raminez #413-364-6309 Needs Appointment after 3:30 p.m.,"928 LIBERTY ST, Springfield MA 01104 United States",928 LIBERTY ST,Violations,2nd flr - MRVP
1/25/2021,21ENFCP-00133HS,Enforcement  - Housing Complaint,resident called reporting she's had no heat for about a week.  Someone came to try to fix the problem and took a part that needed to be replaced but haven't returned to fix problem.,"685 STATE ST, apt 3, Springfield MA 01109 United States",685 STATE ST,Refer to Court,Emergency/no heat
1/25/2021,21ENFCP-00132HS,Enforcement  - Housing Complaint,Exterior Inspection,"17 FAIRMOUNT ST, Springfield MA 01108",17 FAIRMOUNT ST,Violations,Exterior Inspection
1/25/2021,21ENFCP-00131HS,Enforcement  - Housing Complaint,There is no heat in the building,"144 SPRING ST, 4F, Springfield MA 01105 United States",144 SPRING ST,Closed,Unit #4F - no heat
1/25/2021,21ENFCP00094ZON,Enforcement - Zoning Complaint,referred by PMCCARTHY: Fire Condemnation inspection w/ MT on 01/25/2021 - PLM Inspection contacts: null null,"494 NEWBURY ST, Springfield MA 01104 United States",494 NEWBURY ST,Closed,Referral: Fire Condemnation inspection w/ MT on 01/25/2021 - PLM
1/25/2021,21ENFCP00023PLM,Enforcement - Plumbing Complaint,referred by PMCCARTHY: Fire Condemnation inspection w/ MT on 01/25/2021 - PLM  Inspection contacts: null null,"494 NEWBURY ST, Springfield MA 01104 United States",494 NEWBURY ST,Inspection,PLUMBING VIOLATIONS FIRE
1/25/2021,21ENFCP00033ELE,Enforcement - Electrical Complaint,referred by PMCCARTHY: Fire Condemnation inspection w/ MT on 01/25/2021 - PLM  Inspection contacts: null null,"494 NEWBURY ST, Springfield MA 01104 United States",494 NEWBURY ST,Violations,Referral: Fire Condemnation inspection w/ MT on 01/25/2021 - PLM
1/25/2021,21ENFCP00032BLD,Enforcement - Building Complaint,BUILDING VIOLATIONS - FIRE,"494 NEWBURY ST, Springfield MA 01104 United States",494 NEWBURY ST,Inspection,BUILDING VIOLATIONS - FIRE
1/25/2021,21ENFCP-00130HS,Enforcement  - Housing Complaint,Fire Condemnation,"494 NEWBURY ST, Springfield MA 01104 United States",494 NEWBURY ST,Refer to Court,Fire Condemnation
1/23/2021,21ENFCP00093ZON,Enforcement - Zoning Complaint,Illegal dumping etc,"65 SORRENTO ST, Springfield MA 01108",65 SORRENTO ST,Closed,
1/23/2021,21ENFCP00092ZON,Enforcement - Zoning Complaint,Soft covered membrane structure being used for garage or storage purpose,"57 WALDEN ST, Springfield MA 01108",57 WALDEN ST,In Process,
1/23/2021,21ENFCP00091ZON,Enforcement - Zoning Complaint,,"41 PELHAM ST, Springfield MA 01109",41 PELHAM ST,Violations,INOPERABLE MOTOR VEHICLE
1/23/2021,21ENFCP00090ZON,Enforcement - Zoning Complaint,,"57 PELHAM ST, Springfield MA 01109",57 PELHAM ST,Closed,INOPERABLE MOTOR VEHICLES
1/23/2021,21ENFCP00089ZON,Enforcement - Zoning Complaint,,"60 PELHAM ST, Springfield MA 01109",60 PELHAM ST,In Process,MAINTENANCE OF FENCES
1/23/2021,21ENFCP00088ZON,Enforcement - Zoning Complaint,Illegal dumping etc,"37 COMMONWEALTH AV, Springfield MA 01108",37 COMMONWEALTH AV,In Process,"JUNKYARD, INOPERATIVE MOTOR VEHICLE, DUMPING"
1/23/2021,21ENFCP00087ZON,Enforcement - Zoning Complaint,,"4 PEER ST, Springfield MA 01109",4 PEER ST,Closed,PARKING ON FRONT LANDSCAPE
1/23/2021,21ENFCP00086ZON,Enforcement - Zoning Complaint,Property contains 2 soft covered membrane structure’s being used for garage or storage purpose,"52 ORLANDO ST, Springfield MA 01108",52 ORLANDO ST,Closed,
1/23/2021,21ENFCP00085ZON,Enforcement - Zoning Complaint,,"49 HUMBERT ST, Springfield MA 01109",49 HUMBERT ST,Violations,FENCE IN DISREPAIR
1/23/2021,21ENFCP00084ZON,Enforcement - Zoning Complaint,,"77 HUMBERT ST, Springfield MA 01109",77 HUMBERT ST,Closed,PARKING ON FRONT LANDSCAPE
1/23/2021,21ENFCP00083ZON,Enforcement - Zoning Complaint,"Junkyard,unreg/inoperative motor vehicle’s,dumping etc","369 CENTRAL ST, Springfield MA 01105",369 CENTRAL ST,In Process,
1/23/2021,21ENFCP00082ZON,Enforcement - Zoning Complaint,,"770 BAY ST, Springfield MA 01109",770 BAY ST,In Process,RECREATIONAL VEHICLE
1/23/2021,21ENFCP00081ZON,Enforcement - Zoning Complaint,Graffiti etc,"643 MAIN ST, Springfield MA 01105",643 MAIN ST,Closed,
1/23/2021,21ENFCP00080ZON,Enforcement - Zoning Complaint,"Fence exceeds 6 feet in height (requires special permit,city council)","90 HIGH ST, Springfield MA 01105",90 HIGH ST,In Process,
1/23/2021,21ENFCP00079ZON,Enforcement - Zoning Complaint,"Fence exceeds 6 feet in height (requires a special permit,city council)","92 HIGH ST, Springfield MA 01105",92 HIGH ST,In Process,
1/23/2021,21ENFCP00078ZON,Enforcement - Zoning Complaint,,"30 HUNTINGTON ST, Springfield MA 01107",30 HUNTINGTON ST,Closed,INOPERABLE MOTOR VEHICLE
1/23/2021,21ENFCP00077ZON,Enforcement - Zoning Complaint,Illegal dumping etc,"288 WALNUT ST, Springfield MA 01105",288 WALNUT ST,Closed,
1/23/2021,21ENFCP00076ZON,Enforcement - Zoning Complaint,,"60 CONGRESS ST, Springfield MA 01103",60 CONGRESS ST,Closed,GRAFFITI
1/23/2021,21ENFCP00075ZON,Enforcement - Zoning Complaint,Graffiti etc,"367 HANCOCK ST, Springfield MA 01105",367 HANCOCK ST,Closed,
1/23/2021,21ENFCP00074ZON,Enforcement - Zoning Complaint,"Property being used as a illegal trash transfer station,illegal dumping etc","0 HANCOCK ST, Springfield MA 01109",0 HANCOCK ST,Closed,
1/23/2021,21ENFCP00073ZON,Enforcement - Zoning Complaint,Illegal dumping etc.,"47 DRESDEN ST, Springfield MA 01109",47 DRESDEN ST,In Process,
1/22/2021,21ENFCP-00129HS,Enforcement  - Housing Complaint,1/15/2021  HO HEAT  FOR A WEEK  CAN ONLY  REACH VOICE MAIL FOR BLUE HOUSE  / NO CALL BACKS,"66 SORRENTO ST, APT 4L, Springfield MA 01108 United States",66 SORRENTO ST,Closed,Unit #4L - NO HEAT
1/22/2021,21ENFCP-00128HS,Enforcement  - Housing Complaint,Exterior Inspection1/22/21 - New Owner,"32 LONGVIEW ST, Springfield MA 01108 United States",32 LONGVIEW ST,Violations,*Exterior Inspection
1/22/2021,21ENFCP00072ZON,Enforcement - Zoning Complaint,cement truck and possible auto repair,"1299 ST JAMES AV, Springfield MA 01104 United States",1299 ST JAMES AV,Closed,cement truck and possible auto repair
1/22/2021,21ENFCP00071ZON,Enforcement - Zoning Complaint,Illegal dumping etc,"142 GRESHAM ST, Springfield MA 01119",142 GRESHAM ST,Closed,
1/22/2021,21ENFCP-00127HS,Enforcement  - Housing Complaint,Exterior Inspection,"16 POWELL AV, Springfield MA 01118",16 POWELL AV,Closed,Exterior Inspection
1/22/2021,21ENFCP-00126HS,Enforcement  - Housing Complaint,There is water going to the first floor,"59 MAPLE ST, Unit 8, Springfield MA 01105 United States",59 MAPLE ST,Closed,water going to first floor
1/22/2021,21ENFCP00070ZON,Enforcement - Zoning Complaint,referred by MMCNULTY  Tenant Monique Johnson 8608952856 - Next Inspection date 1/26/21Possible Illegal rooming / Reinspection on 1/26/22 @ 10:00 AM,"150 AVERY ST, Springfield MA 01119 United States",150 AVERY ST,Violations,ILLEGAL ROOMING HOUSE
1/22/2021,21ENFCP00022PLM,Enforcement - Plumbing Complaint,PLUMBING VIOLATION,"150 AVERY ST, Springfield MA 01119 United States",150 AVERY ST,Pending,PLUMBING VIOLATION
1/22/2021,21ENFCP00032ELE,Enforcement - Electrical Complaint,referred by MMCNULTY  Tenant Monique Johnson 8608952856 - Next Inspection date 1/26/21Multiple exposed wires and water soaked fixtures/ Reinspection on 1/26/21. @10:00 am,"150 AVERY ST, Springfield MA 01119 United States",150 AVERY ST,Violations,Referral: Multiple exposed wires and water soaked fixtures/ Reinspection on 1/26/21. @10:00 am
1/22/2021,21ENFCP00031BLD,Enforcement - Building Complaint,BUILDING VIOLATION,"150 AVERY ST, Springfield MA 01119 United States",150 AVERY ST,Pending,BUILDING VIOLATION
1/22/2021,21ENFCP-00125HS,Enforcement  - Housing Complaint,"BASEMENT  FLOODED  4 MONTHS  AGO  THE WATER IS DRIED  UP    BUT THE  SMELL AND CLEAN UP  HAS  NOT BEEN DONE01/28/2021 Tenant called , wanted to know why no one has come . I found this complaint in Online Complaints and scheduled for  01/29 -PLM02/10/21 - Sent to court and Housing","86 PHELAND AV, APT, Springfield MA 01109 United States",86 PHELAND AV,Condemnation,SEWAGE  IN THE  BASEMENT  AFTER THE  FLOOD
1/22/2021,21ENFCP-00124HS,Enforcement  - Housing Complaint,HOUSE AND BASEMENT FULL OF TERMITES - OWNER SAYING AFTER LOOKING OVER AN ESTIMATE SHE WILL NOT PAY FOR A PROFESSIONAL  TO COME OUT.  OWNER  CAME OUT AND SPRAY THE HOUSE  WITH A 5 AND 6 YEAR OLD  IN THE  HOUSE LEFT  PUDDLES,"116 MASSASOIT ST, APT 1st, Springfield MA 01107 United States",116 MASSASOIT ST,Inspection,1st flr - TERMITES
1/22/2021,21ENFCP00031ELE,Enforcement - Electrical Complaint,PLUMBING VIOLATION - NEW OWNER,"31 MONTMORENCI ST, Springfield MA 01107 United States",31 MONTMORENCI ST,Violations,PLUMBING VIOLATION - NEW OWNER
1/22/2021,21ENFCP-00123HS,Enforcement  - Housing Complaint,Unit 2L - Tenant reports having no heat in his room (sleeping with jackets on) and in the living room.  Has mentioned it to landlord company multiple times but haven't done anything as of yet.,"74 MILL ST, APT 2L, Springfield MA 01105 United States",74 MILL ST,Closed,Unit 2L - Priority Insufficient heat
1/22/2021,21ENFCP00021PLM,Enforcement - Plumbing Complaint,PLUMBING VIOLATION - NEW OWNER,"31 MONTMORENCI ST, Springfield MA 01107 United States",31 MONTMORENCI ST,Pending,PLUMBING VIOLATION - NEW OWNER
1/22/2021,21ENFCP00030BLD,Enforcement - Building Complaint,BUILDING VIOLATION,"31 MONTMORENCI ST, Springfield MA 01107 United States",31 MONTMORENCI ST,Pending,BUILDING VIOLATION
1/22/2021,21ENFCP-00122HS,Enforcement  - Housing Complaint,"The porch in caving in, Possible no heat in the house.","98 ST LAWRENCE AV, Springfield MA 01107 United States",98 ST LAWRENCE AV,Violations,"Exterior - porch caving in, possible no heat in the home."
1/22/2021,21ENFCP-00121HS,Enforcement  - Housing Complaint,"Complaint –cross wirings, infested with cockroaches and rats, leak in bathroom.  Thank you","57 HOLLYWOOD ST, 3rd, Springfield MA 01108 United States",57 HOLLYWOOD ST,Violations,"3rd flr - Cross wiring, infestation and leak in bathroom"
1/22/2021,21ENFCP00030ELE,Enforcement - Electrical Complaint,VIOLATION -Temporary wiring used for kitchen fan. Reinspect by M.T on 1/20/21  Inspection contacts: Angel Suarz (413) 735-7415,"51 MELHA AV, 1st Floor, Springfield MA 01104 United States",51 MELHA AV,Violations,VIOLATION Referral: Temporary wiring used for kitchen fan. Reinspect by M.T on 1/20/21
1/22/2021,21ENFCP-00120HS,Enforcement  - Housing Complaint,No heat - No Hot water Mice infestation.,"226 PEARL ST, APT 2 R, Springfield MA 01105 United States",226 PEARL ST,Closed,Unit #2R - Emergency
1/22/2021,21ENFCP00069ZON,Enforcement - Zoning Complaint,illegal auto repair and prohibited home base business,"20 REVERE ST, Springfield MA 01108 United States",20 REVERE ST,Pending,illegal auto repair
1/22/2021,21ENFCP-00119HS,Enforcement  - Housing Complaint,No electricity.2/1/21 - Updated Owners address and mailed updated NOV's and emailed Legal - IP1/27/21 - Sent to court with electrical other depts to follow - IP,"150 AVERY ST, Springfield MA 01119 United States",150 AVERY ST,Violations,No electricity
1/22/2021,21ENFCP00029ELE,Enforcement - Electrical Complaint,VIOLATION,"22 MANSFIELD ST, SPRINGFIELD MA 01108 United States",22 MANSFIELD ST,Pending,VIOLATION
1/22/2021,21ENFCP-00118HS,Enforcement  - Housing Complaint,Roaches and Mice. Garage is used as a dumpster. No leaf pick up. Whole in the roof.,"132 NEWLAND ST, APT 2, Springfield MA 01107 United States",132 NEWLAND ST,Re-Inspection,Unit #2 - General Inspection
1/22/2021,21ENFCP00068ZON,Enforcement - Zoning Complaint,2021 license review,"812 cottage, United States",812 cottage,Closed,2021 license review
1/22/2021,21ENFCP00067ZON,Enforcement - Zoning Complaint,2021 license review,"622 COTTAGE ST, Springfield MA 01104 United States",622 COTTAGE ST,Closed,2021 license review
1/22/2021,21ENFCP00066ZON,Enforcement - Zoning Complaint,2021 license review,"201 berkshire, United States",201 berkshire,Closed,2021 license review
1/22/2021,21ENFCP00065ZON,Enforcement - Zoning Complaint,2021 license review,"556 ST JAMES AV, Springfield MA 01109 United States",556 ST JAMES AV,Closed,2021 license review
1/22/2021,21ENFCP00064ZON,Enforcement - Zoning Complaint,2021 license review,"1142 state, United States",1142 state,Closed,2021 license review
1/22/2021,21ENFCP00063ZON,Enforcement - Zoning Complaint,2021 license review,"91 PINEVALE ST, Springfield MA 01151 United States",91 PINEVALE ST,Closed,2021 license review
1/22/2021,21ENFCP00020PLM,Enforcement - Plumbing Complaint,NEW OWNER,"22 MANSFIELD ST, Springfield MA 01108 United States",22 MANSFIELD ST,Violations,NEW OWNER
1/22/2021,21ENFCP00029BLD,Enforcement - Building Complaint,UNSAFE STRUCTURE - FIRE DAMAGED DWELLING,"22 MANSFIELD ST, Springfield MA 01108 United States",22 MANSFIELD ST,Violations,UNSAFE STRUCTURE - FIRE DAMAGED DWELLING
1/21/2021,21ENFCP00062ZON,Enforcement - Zoning Complaint,Temporary car port in back yard. Cars parked all over yard.,"53 HALL ST, Springfield MA 01108 United States",53 HALL ST,Closed,Exterior
1/21/2021,21ENFCP-00117HS,Enforcement  - Housing Complaint,"Mold in the ceilings, mold in bathroom. Cross wiring, cracks in floor.","63 PEMBROKE ST, APT 1, Springfield MA 01104 United States",63 PEMBROKE ST,Inspection,Unit #1 - General inspection
1/21/2021,21ENFCP00061ZON,Enforcement - Zoning Complaint,2021 License review,"237 DICKINSON ST, Springfield MA 01108 United States",237 DICKINSON ST,Closed,2021 License review
1/21/2021,21ENFCP00060ZON,Enforcement - Zoning Complaint,Soft covered membrane structure being used garage or storage,"23 VINCENT ST, Springfield MA 01129",23 VINCENT ST,Closed,
1/21/2021,21ENFCP00059ZON,Enforcement - Zoning Complaint,2021 License review International auto,"715 LIBERTY ST, Springfield MA 01104 United States",715 LIBERTY ST,Closed,2021 License review International auto
1/21/2021,21ENFCP-00116HS,Enforcement  - Housing Complaint,"Close Duplicate Mold in the ceilings, mold in the bathrooms. Cross wiring, cracks in the floor.","63 PEMBROKE ST, Springfield MA 01104 United States",63 PEMBROKE ST,Closed,Close - Duplicate General Inspection
1/21/2021,21ENFCP00058ZON,Enforcement - Zoning Complaint,2021 License review JE Robinson,"347 PAGE, United States",347 PAGE,Closed,2021 License review JE Robinson
1/21/2021,21ENFCP-00115HS,Enforcement  - Housing Complaint,Common Area / Trash is left in the hallways and stairs,"31 MORGAN ST, APT, Springfield MA 01107 United States",31 MORGAN ST,Violations,Common Area / exterior
1/21/2021,21ENFCP00057ZON,Enforcement - Zoning Complaint,2021 Class ll Auto lic inspection,"1021 BOSTON RD, Springfield MA 01119",1021 BOSTON RD,Closed,
1/21/2021,21ENFCP-00114HS,Enforcement  - Housing Complaint,"1/4/2021 - THE CALLER  THINKS  THE  LANDLORD  TURNED OFF HALF OF THE LIGHTS IN HER APT.  SHE HAS BEEN UNABLE TO REACH HIM BY PHONE. HER FOOD HAS SPOILED. SHE DOES NOT HAVE CHILDREN UNDER 6, HOWEVER 1 CHILD HAS AUTISM01/21/2021 Closed per Legal email - PLM","1098 STATE ST, APT 2ND FLOOR, Springfield MA 01109 United States",1098 STATE ST,Closed,Closed - ELECTRIC  ONLY IN HALF THE APT
1/21/2021,21ENFCP-00113HS,Enforcement  - Housing Complaint,"3rd Floor Insufficient heat- Tenant stated there's not enough heat in the apartment, radiators are completely cold. Landlords controls the heat, and the sensor he took it to his apartment so whenever the tenant calls, landlords replies with the sensor readings. Tenant says right now temperature is 55.02/16/2021 2nd Fl New  emergency added  No heat in the bedrooms, tenant is pregnant, there is a 7 yr old in the unit.  Landlord knows about it but is doing nothing. Caller stated although the thermostat marks 75, that’s not the correct reading.  - PLM","297 DICKINSON ST, APT C, Springfield MA 01108 United States",297 DICKINSON ST,Violations,Multi Inits  - Insufficient heat- no heat right now
1/21/2021,21ENFCP00056ZON,Enforcement - Zoning Complaint,Graffiti etc,"15 POMONA ST, Springfield MA 01108",15 POMONA ST,In Process,
1/21/2021,21ENFCP-00112HS,Enforcement  - Housing Complaint,"Tenant had been having issues with clogged/overflowing  toilet and mold in the apartment floors, they started working on the floors putting new tiles yesterday and they are putting the tiles on top of the moldy wood, they shut off the water in the upstairs, they have no shower and no toilet use.","326 CANON CI, UNIT 326, Springfield MA 01118 United States",326 CANON CI,Closed,Unit #326 - No shower and no toilet use
1/21/2021,21ENFCP00055ZON,Enforcement - Zoning Complaint,2021 license review,"522 PAGE BL, Springfield MA 01104 United States",522 PAGE BL,Closed,2021 license review
1/21/2021,21ENFCP00028BLD,Enforcement - Building Complaint,referred by MROWTHAM: Dwelling roof and garage structurally unsound and collapsing. Inspection 1/22/21 - refer Nov to court after inspection  Inspection contacts: null null,"28 BRISTOL ST, Springfield MA 01109",28 BRISTOL ST,Pending,Referral: Dwelling roof and garage structurally unsound and collapsing. Inspection 1/22/21 - refer Nov to court after inspection
1/21/2021,21ENFCP-00111HS,Enforcement  - Housing Complaint,Exterior Inspection,"347 OAKLAND ST, Springfield MA 01108",347 OAKLAND ST,Ticket/Fine,Exterior Inspection
1/21/2021,21ENFCP-00110HS,Enforcement  - Housing Complaint,Exterior Inspection,"245 ALLEN ST, Springfield MA 01108",245 ALLEN ST,Closed,Exterior Inspection
1/21/2021,21ENFCP-00109HS,Enforcement  - Housing Complaint,APR 4R - There is no heat or hot water in the apartment,"226 PEARL ST, Springfield MA 00000 United States",226 PEARL ST,Closed,"APT 4R - no heat, no hot water"
1/20/2021,21ENFCP00054ZON,Enforcement - Zoning Complaint,Car window tinting business.,"151 FLORENCE ST, Springfield MA 01105 United States",151 FLORENCE ST,Closed,Illegal business
1/20/2021,21ENFCP-00108HS,Enforcement  - Housing Complaint,Litter,"679 MAIN ST, Springfield MA 01105",679 MAIN ST,Closed,litter
1/20/2021,21ENFCP-00107HS,Enforcement  - Housing Complaint,Exterior Inspection,"82 MALDEN ST, Springfield MA 01108",82 MALDEN ST,Violations,Exterior Inspection
1/20/2021,21ENFCP-00106HS,Enforcement  - Housing Complaint,Litter,"0 KNOX ST, Springfield MA 01105",0 KNOX ST,Ticket/Fine,litter
1/20/2021,21ENFCP00027BLD,Enforcement - Building Complaint,BUILDING VIOLATION,"12 CARROLL ST, Springfield MA 01108 United States",12 CARROLL ST,Pending,BUILDING VIOLATION
1/20/2021,21ENFCP-00105HS,Enforcement  - Housing Complaint,"Sewage water leaking from the 2nd floor (toilet). They sent out a person to check on it twice, they managed to stop the leaking but they don't want to remove the ceiling. Ceiling it's starting to come down on certain spots. There's' a window that needs to be fixed, glass is cracked (due to a random bullet of a drive by), cold streams of air going through the window.","64 LESTER ST, Springfield MA 01108 United States",64 LESTER ST,Closed,Interior
1/20/2021,21ENFCP00053ZON,Enforcement - Zoning Complaint,referred by MROWTHAM: De Novo-inspection 1/21/21 Inspection contacts: null null,"80 NORTHAMPTON AV, Springfield MA 01109 United States",80 NORTHAMPTON AV,Pending,Referral: De Novo-inspection 1/21/21
1/20/2021,21ENFCP00019PLM,Enforcement - Plumbing Complaint,PLUMBING VIOLATION,"80 NORTHAMPTON AV, Springfield MA 01109 United States",80 NORTHAMPTON AV,Violations,PLUMBING VIOLATION
1/20/2021,21ENFCP00028ELE,Enforcement - Electrical Complaint,referred by MROWTHAM: De Novo-inspection 1/21/21  Inspection contacts: null null,"80 NORTHAMPTON AV, Springfield MA 01109 United States",80 NORTHAMPTON AV,Inspection,Referral: De Novo-inspection 1/21/21
1/20/2021,21ENFCP00026BLD,Enforcement - Building Complaint,BUILDING VIOLATIONS,"80 NORTHAMPTON AV, Springfield MA 01109 United States",80 NORTHAMPTON AV,Pending,BUILDING VIOLATIONS
1/20/2021,21ENFCP00025BLD,Enforcement - Building Complaint,,"20 ST JAMES CI, Springfield MA 01104 United States",20 ST JAMES CI,Pending,
1/20/2021,21ENFCP00018PLM,Enforcement - Plumbing Complaint,,"20 ST JAMES CI, Springfield MA 01104 United States",20 ST JAMES CI,Pending,
1/20/2021,21ENFCP-00104HS,Enforcement  - Housing Complaint,There are holes in the ceiling and the stove isn't  working,"33 GIRARD AV, Springfield MA 01109 United States",33 GIRARD AV,Closed,General Inspection
1/20/2021,21ENFCP-00103HS,Enforcement  - Housing Complaint,Denovo and Emergencies1/20/21 - Sent to court (other departments to follow)1/20/21 - Owner stopped by 70 Tapley and picked up a copy of Emergency NOV's - IP,"80 NORTHAMPTON AV, Springfield MA 01109 United States",80 NORTHAMPTON AV,Refer to Court,Denovo & Emergencies
1/20/2021,21ENFCP00052ZON,Enforcement - Zoning Complaint,Car repairs being conducted on the residential property back yard.,"96 ARTHUR ST, Springfield MA 01104 United States",96 ARTHUR ST,Closed,Illegal auto repairs
1/20/2021,21ENFCP-00102HS,Enforcement  - Housing Complaint,"Water damage from a year ago in kitchen and living room, kitchen ceiling seems like its about to fall, and water leak has transferred to bedroom now and there is water damage there too. Shower faucet out of place, hot water only lasts about 2 minute at a time, bathroom walls are falling apart.03/08/21 - NO Checklist","9 BLOOMFIELD ST, APT 3rd, Springfield MA 01108 United States",9 BLOOMFIELD ST,Violations,3rd flr - Water Damage and other issues
1/20/2021,21ENFCP00027ELE,Enforcement - Electrical Complaint,"referred by PMCCARTHY: Referral per BW , MG to inspect at 10 am - PLM  Inspection contacts: null null","202 BELMONT AV, Springfield MA 01108 United States",202 BELMONT AV,Pending,"Referral: Referral per BW , MG to inspect at 10 am - PLM"
1/20/2021,21ENFCP-00101HS,Enforcement  - Housing Complaint,Fire,"202 BELMONT AV, Springfield MA 01108 United States",202 BELMONT AV,Close Related Records,Fire
1/20/2021,21ENFCP-00100HS,Enforcement  - Housing Complaint,Exterior Inspection,"310 OAKLAND ST, Springfield MA 01108",310 OAKLAND ST,Violations,Exterior Inspection
1/20/2021,21ENFCP00024BLD,Enforcement - Building Complaint,Notice to Repair,"97 JOHNSON ST, Springfield MA 01108",97 JOHNSON ST,Assigned,
1/19/2021,21ENFCP-00099HS,Enforcement  - Housing Complaint,"No heat the first time since Thursday, code enforcement was there this morning, landlord turned on heat, no heat again at the moment.","226 PEARL ST, APT 4R, Springfield MA 00000 United States",226 PEARL ST,Closed,No heat
1/19/2021,21ENFCP-00098HS,Enforcement  - Housing Complaint,Unit 312 - There is an infestation of mice and roaches in the apartment,"15 GIRARD AV, Unit 312, Springfield MA 01109 United States",15 GIRARD AV,Closed,"Unit 312- mice, roaches"
1/19/2021,21ENFCP00026ELE,Enforcement - Electrical Complaint,COMPLAINT FROM FIRE DEPARTMENT CAR INTO HOUSE,"16 HUNT ST, Springfield MA 01108 United States",16 HUNT ST,Closed,COMPLAINT FROM FIRE DEPARTMENT CAR INTO HOUSE
1/19/2021,21ENFCP-00097HS,Enforcement  - Housing Complaint,"Full General Inspection02/18/21 - Sent copy to PHH Mortgage P.O. Box 5452 Mt Laurel, NJ  08054-5452 - per letter from Attorney - IP","107 DORSET ST, Springfield MA 01108 United States",107 DORSET ST,Closed,Full General Inspection
1/19/2021,21ENFCP00023BLD,Enforcement - Building Complaint,COMPLAINT FROM FIRE DEPARTMENT CAR INTO HOUSE,"16 HUNT ST, Springfield MA 01108 United States",16 HUNT ST,Closed,COMPLAINT FROM FIRE DEPARTMENT CAR INTO HOUSE
1/19/2021,21ENFCP-00096HS,Enforcement  - Housing Complaint,2nd Floor Left - There is no heat in the house.,"834 CAREW ST, 2ndFL left, Springfield MA 01104 United States",834 CAREW ST,Closed,2nd Floor Left - no heat
1/19/2021,21ENFCP-00095HS,Enforcement  - Housing Complaint,MOLD IN THE  BATHROOM  AND THE  KITCHEN AND THE  LIVING ROOM  - 1 YEAR  OLD IN THE HOUSE  (HAS A RASH)  PER  CALLER  THIS IS BECAUSE OF A WATER  LEAK  LAST YEAR,"119 ASHLEY ST, APT 4, Springfield MA 01118 United States",119 ASHLEY ST,Violations,Unit #4 - MOLD
1/19/2021,21ENFCP00051ZON,Enforcement - Zoning Complaint,"Fence in disrepair,motor vehicles jumping curb to access property, illegal dumping/storage of auto tires etc.","25 MARBLE ST, Springfield MA 01105",25 MARBLE ST,In Process,
1/19/2021,21ENFCP-00094HS,Enforcement  - Housing Complaint,No heat or hot water,"226 PEARL ST, 4 R, Springfield MA 00000 United States",226 PEARL ST,Closed,Emergency
1/19/2021,21ENFCP00025ELE,Enforcement - Electrical Complaint,referred by MTUCKEY: Temporary wiring used for kitchen fan. Reinspect by M.T on 1/20/21  Inspection contacts: Angel Suarz (413) 735-7415,"51 MELHA AV, 1st Floor, Springfield MA 01104 United States",51 MELHA AV,Inspection,VIOLATION
1/19/2021,21ENFCP-00093HS,Enforcement  - Housing Complaint,Bulk items on the curb,"95 MAPLEWOOD TE, Springfield MA 01108 United States",95 MAPLEWOOD TE,Closed,Bulk items on the curb
1/19/2021,21ENFCP00050ZON,Enforcement - Zoning Complaint,special permit violations and illegal junk yard,"421 MAIN ST IO, Springfield MA 01151 United States",421 MAIN ST IO,Closed,special permit violations and illegal junk yard
1/19/2021,21ENFCP-00092HS,Enforcement  - Housing Complaint,"Unit 1A - Flood downstairs in the basement room, water back up (toilet), mice infestation, strong smell like roaches. Caller stated there's issues with the hot water.","51 CENTRAL ST, APT 1A, Springfield MA 00000 United States",51 CENTRAL ST,Re-Inspection,Unit 1A Sewage water back up
1/19/2021,21ENFCP-00091HS,Enforcement  - Housing Complaint,Exterior,"62 GROVELAND ST, Springfield MA 01108 United States",62 GROVELAND ST,Closed,Exterior
1/19/2021,21ENFCP00049ZON,Enforcement - Zoning Complaint,referred by IPUPPOLO: Illegal Rooming House - Inspector CB Inspection contacts: null null,"12 CARROLL ST, Springfield MA 01108 United States",12 CARROLL ST,Closed,Referral: Illegal Rooming House - Inspector CB
1/19/2021,21ENFCP-00090HS,Enforcement  - Housing Complaint,Illegal Rooming HouseSee DC email - go with Zoning02/05/2021 per DC send Access Demand - PLM3/9/21 Numerous attempts Close,"12 CARROLL ST, Springfield MA 01108 United States",12 CARROLL ST,Close Related Records,Illegal Rooming House
1/19/2021,21ENFCP-00089HS,Enforcement  - Housing Complaint,No heat in the apartment-ceiling has cracks in and water is constantly leaking from the apartment,"66 MATTOON ST, Apt C, Springfield MA 01105 United States",66 MATTOON ST,Closed,Emergency-no heat
1/19/2021,21ENFCP00048ZON,Enforcement - Zoning Complaint,referred by PMCCARTHY: 01/19/2021 Fire Condemnation w/ MM - PLM Inspection contacts: null null,"131 DAVENPORT ST, Springfield MA 01119 United States",131 DAVENPORT ST,Closed,Referral: 01/19/2021 Fire Condemnation w/ MM - PLM
1/19/2021,21ENFCP00017PLM,Enforcement - Plumbing Complaint,referred by PMCCARTHY: 01/19/2021 Fire Condemnation w/ MM - PLM  Inspection contacts: null null,"131 DAVENPORT ST, Springfield MA 01119 United States",131 DAVENPORT ST,Inspection,Plumbing Violations - Fire
