2817 SUNDANCE DR,2817,SUNDANCE,DR,Code Enforcement - IPMC,Open - Founded,4/5/2021,,Broken garage door,FALSE
1208 SHADY OAKS CIR,1208,SHADY OAKS,CIR,Code Enforcement - IPMC,Open - Founded,4/6/2021,,CC OF A DIRTY SWIMMING POOL,FALSE
1808 W JOSEPHINE ST,1808,JOSEPHINE,ST,Code Enforcement - IPMC,Open - Founded,4/12/2021,,"Parts of roof, gutters, and soffit in disrepair",FALSE
4101 PECAN MEADOW DR,4101,PECAN MEADOW,DR,Code Enforcement - Junk/Inoperable Vehicle,Open - Founded,1/29/2020,,Grey Hyundai Accent DCT 3494 reg 4-17   Black chevy impala handicap 7NVHH 12-18  Orange Jeep Patriot CLC 4019 7-17 reg,FALSE
906 TUCKER ST,906,TUCKER,ST,Code Enforcement - Junk/Inoperable Vehicle,Open - Founded,2/12/2020,,INOPERABLE VEHICLE (WHITE CADILLAC #DD9W403) WITH EXPIRED TAGS AND REGISTRATION PARKED ON DRIVEWAY,FALSE
1609 COLEMAN ST,1609,COLEMAN,ST,Code Enforcement - Junk/Inoperable Vehicle,Open - Founded,4/21/2020,,INOPERABLE VEHICLES PARKED ON DIRT DRIVEWAY (FXB9674-maroon Dodge truck and FJX9652-green Chevrolet truck) WITH EXPIRED TAGS AND REGISTRATIONS.,FALSE
1213 GREENVILLE RD,1213,GREENVILLE,RD,Code Enforcement - Junk/Inoperable Vehicle,Open - Founded,6/5/2020,,Junked vehicles in the driveway and front yard,FALSE
1005 SHERMAN ST,1005,SHERMAN,ST,Code Enforcement - Junk/Inoperable Vehicle,Open - Founded,11/2/2020,,Junked/inoperable truck,FALSE
1109 W LAMAR ST,1109,LAMAR,ST,Code Enforcement - Junk/Inoperable Vehicle,Open - Founded,1/14/2021,,Junked vehicle on property,FALSE
711 ANTHONY ST,711,ANTHONY,ST,Code Enforcement - Junk/Inoperable Vehicle,Open - Founded,3/22/2021,,Junk Burgundy Scion tC in driveway,FALSE
601 ANTHONY ST,601,ANTHONY,ST,Code Enforcement - Junk/Inoperable Vehicle,Open - Founded,4/12/2021,,Junk fire damaged vehicle on property.,FALSE
1808 W JOSEPHINE ST,1808,JOSEPHINE,ST,Code Enforcement - Junk/Inoperable Vehicle,Open - Founded,4/12/2021,,Junk White Mazda MPV Minivan,FALSE
1111 MONTEREY ST,1111,MONTEREY,ST,Code Enforcement - Junk/Inoperable Vehicle,Open - Founded,4/16/2021,,Junked Vehicle,FALSE
4012 PLYMOUTH DR,4012,PLYMOUTH,DR,Code Enforcement - No Active Water Service,Open - Founded,3/24/2021,,NO ACTIVE WATER SERVICE PER ALEX CASEY UB OPERATIONS MGR.,FALSE
6201 ELDORADO PKWY,6201,ELDORADO,PKWY,Code Enforcement - Noise (General),Open - Founded,2/9/2021,,CHICK-FIL-A UNLOADING TRUCKS BETWEEN 11PM-6AM,FALSE
1609 COLEMAN ST,1609,COLEMAN,ST,Code Enforcement - Obstruction of Public Property,Open - Founded,9/16/2020,,Low trees over street and sidewalk,FALSE
1210 N CHURCH ST,1210,CHURCH,ST,Code Enforcement - Obstruction of Public Property,Open - Founded,9/23/2020,,Low tree limbs over alley,FALSE
5208 DATEWOOD LN,5208,DATEWOOD,LN,Code Enforcement - Obstruction of Public Property,Open - Founded,3/16/2021,,Basketball gol blocking sidewalk ,FALSE
1005 SHERMAN ST,1005,SHERMAN,ST,Code Enforcement - Parking Prohibitions,Open - Founded,11/2/2020,,Vehicles parked in grass,FALSE
411 WOLFE ST,411,WOLFE,ST,Code Enforcement - Parking Prohibitions,Open - Founded,11/19/2020,,Vehicles parked on grass on side of property,FALSE
2716 ELMWOOD CT,2716,ELMWOOD,CT,Code Enforcement - Parking Prohibitions,Open - Founded,3/5/2021,,Pod in driveway,FALSE
2608 LOOKOUT DR,2608,LOOKOUT,DR,Code Enforcement - Parking Prohibitions,Open - Founded,3/8/2021,,Pod in driveway ,FALSE
7100 FARADAY LN,7100,FARADAY,LN,Code Enforcement - Parking Prohibitions,Open - Founded,3/9/2021,,Dumpster in driveway,FALSE
424 METRO PARK DR 200,424,METRO PARK,DR,Code Enforcement - Parking Lot Maintenance,Open - Founded,10/14/2020,,,FALSE
1820 ELDORADO PKWY,1820,ELDORADO,PKWY,Code Enforcement - Parking Lot Maintenance,Open - Founded,10/22/2020,,,FALSE
1720 ELDORADO PKWY,1720,ELDORADO,PKWY,Code Enforcement - Parking Lot Maintenance,Open - Founded,2/3/2021,,,FALSE
1650 ELDORADO PKWY,1650,ELDORADO,PKWY,Code Enforcement - Parking Lot Maintenance,Open - Founded,2/5/2021,,,FALSE
1600 ELDORADO PKWY,1600,ELDORADO,PKWY,Code Enforcement - Parking Lot Maintenance,Open - Founded,2/5/2021,,,FALSE
1220 N TENNESSEE ST,1220,TENNESSEE,ST,Code Enforcement - Parking Lot Maintenance,Open - Founded,3/9/2021,,,FALSE
2816 BRADFORD OAKS DR,2816,BRADFORD OAKS,DR,Code Enforcement - Permit Required,Open - Founded,11/24/2020,,CHICKEN COOP NO PERMIT - PER KERRY,FALSE
1111 HYDE PARK DR,1111,HYDE PARK,DR,Code Enforcement - Unmaintained Swimming Pools,Open - Founded,3/2/2021,,Complaint that pool leaks into complainants back yard,FALSE
1001 GREENVILLE RD,1001,GREENVILLE,RD,Code Enforcement - Stop Work Order,Open - Founded,2/22/2021,,Work being done with no permit.,FALSE
401 E VIRGINIA ST,401,VIRGINIA,ST,Code Enforcement - Substandard Structure,Open - Founded,2/10/2020,,Older building in need of repair,FALSE
815 N KENTUCKY ST,815,KENTUCKY,ST,Code Enforcement - Substandard Structure,Open - Founded,3/18/2020,,DILAPIDATED DETACHED GARAGE,FALSE
810 NEW ST,810,NEW,ST,Code Enforcement - Substandard Structure,Open - Founded,6/29/2020,,"Unsecured vacant home, in a dilapidated state.",FALSE
821 LINDSEY ST,821,LINDSEY,ST,Code Enforcement - Substandard Structure,Open - Founded,8/27/2020,,Vacant church caught fire,FALSE
2308 PROVINE RD,2308,PROVINE,RD,Code Enforcement - Substandard Structure,Open - Founded,8/28/2020,,"TAGGED AS SUBSTANDARD.  EXTENSIVE MISSING PROTECTIVE COVERING ON EXTERIOR IN PLACES, ROOFING MISSING ON SMALL AREA AT REAR, BROKEN OUT WINDOWS & UNSECURED PROPERTY, NO ACTIVE PERMITS.  LAST PERMITS WERE IN 2016.",FALSE
1315 N BRADLEY ST,1315,BRADLEY,ST,Code Enforcement - Substandard Structure,Open - Founded,9/16/2020,,Substandard property tagged by J Lozoya.,FALSE
805 W WHITE AVE,805,WHITE,AVE,Code Enforcement - Substandard Structure,Open - Founded,9/16/2020,,Substandard structure tagged by J Lozoya.,FALSE
1213 GREENVILLE RD,1213,GREENVILLE,RD,Code Enforcement - Substandard Structure,Open - Founded,10/28/2020,,House in substandard condition,FALSE
611 BUMPAS ST,611,BUMPAS,ST,Code Enforcement - Substandard Structure,Open - Founded,11/5/2020,,Substandard barn or large shed in the rear of the property.,FALSE
803 E STANDIFER ST,803,ANDIFER,ST,Code Enforcement - Substandard Structure,Open - Founded,1/29/2021,,Vacant substandard structure,FALSE
7013 BRAYFORD WAY,7013,BRAYFORD,WAY,Code Enforcement - Substandard Structure,Open - Founded,2/3/2021,,Whole house fire needs demo and remodel,FALSE
899 N LAKE FOREST DR,899,LAKE FOREST,DR,Code Enforcement - Substandard Structure,Open - Founded,3/30/2021,,,FALSE
309 WOLFE ST,309,WOLFE,ST,Code Enforcement - Substandard Structure,Open - Founded,4/12/2021,,,FALSE
911 WILCOX ST,911,WILCOX,ST,SW - Solid Waste,Open - Founded,4/5/2021,,"Overflowing trash cans, recycle and trash also set outside of service times.",FALSE
908 S MURRAY ST,908,MURRAY,ST,SW - Solid Waste,Open - Founded,4/19/2021,,Early setout of bulk ,FALSE
1801 OAK ST,1801,OAK,ST,Code Enforcement - Trash & Debris,Open - Founded,5/6/2020,,TRASH AND DEBRIS NEAR  CURB (FURNITURE),FALSE
823 WOODLEIGH DR,823,WOODLEIGH,DR,Code Enforcement - Trash & Debris,Open - Founded,5/8/2020,,TRASH AND DEBRIS NEAR CURB (FURNITURE),FALSE
1213 GREENVILLE RD,1213,GREENVILLE,RD,Code Enforcement - Trash & Debris,Open - Founded,6/5/2020,,Trash and debris throughout entire property.,FALSE
2110 REDONDO DR,2110,REDONDO,DR,Code Enforcement - Trash & Debris,Open - Founded,7/6/2020,,DEBRIS PILED IN REAR DRIVEWAY AND REAR YARD AND DILAPIDATED SHED,FALSE
402 E LOUISIANA ST,402,LOUISIANA,ST,Code Enforcement - Trash & Debris,Open - Founded,9/21/2020,9/28/2020,Stagnant water behind the building.,FALSE
302 WOLFE ST,302,WOLFE,ST,Code Enforcement - Trash & Debris,Open - Founded,9/24/2020,,TRASH AND DEBRIS LOCATED IN THE BACK OF THE PROPERTY.,FALSE
3300 GRANT ST,3300,GRANT,ST,Code Enforcement - Trash & Debris,Open - Founded,10/15/2020,,Tires and debris on side of house,FALSE
300 N THROCKMORTON ST,300,THROCKMORTON,ST,Code Enforcement - Trash & Debris,Open - Founded,10/26/2020,,,FALSE
2316 SHERBROOKE LN,2316,SHERBROOKE,LN,Code Enforcement - Trash & Debris,Open - Founded,12/17/2020,,Flat screen in alley.,FALSE
4905 MCKINNEY RANCH PKWY,4905,MCKINNEY RANCH,PKWY,Code Enforcement - Trash & Debris,Open - Founded,1/15/2021,,CC MARTY BECK 214-208-9529 COMPLAINS ABOUT LITTERED CREEK AREA BEHIND BLACKMON PROPERTY S/E CORNER MCKINNEY RANCH AND LAKE FOREST.,FALSE
7910 COLLIN MCKINNEY PKWY,7910,COLLIN MCKINNEY,PKWY,Code Enforcement - Trash & Debris,Open - Founded,1/22/2021,,SMOKEY KOWALSKI 972-548-9191 REPORTS UNKEPT POND AT CORNER OF DR KENNETH COOPER AND GRAND RANCH.,FALSE
1811 CAROL ST,1811,CAROL,ST,Code Enforcement - Trash & Debris,Open - Founded,1/25/2021,,Complaint: Rugs on fence,FALSE
1614 N WADDILL ST,1614,WADDILL,ST,Code Enforcement - Trash & Debris,Open - Founded,2/1/2021,,"Ovens on property, trash and debris ",FALSE
211 E STANDIFER ST,211,ANDIFER,ST,Code Enforcement - Trash & Debris,Open - Founded,3/15/2021,,Trash and debris around entire property,FALSE
1760 N RIDGE RD,1760,RIDGE,RD,Code Enforcement - Trash & Debris,Open - Founded,3/19/2021,,Downed tree limbs and other debris behind rear retaining wall,FALSE
3124 LONGLEAF LN,3124,LONGLEAF,LN,Code Enforcement - Trash & Debris,Open - Founded,3/24/2021,,MISC TRASH PILE AT REAR DRIVEWAY.,FALSE
1400 W UNIVERSITY DR WB,1400,UNIVERSITY DR,WB,Code Enforcement - High Grass and Weeds,Open - Founded,4/29/2020,,OVERGROWN WEEDS AND GRASS ON ENTIRE PROPERTY,FALSE
1704 OAK ST,1704,OAK,ST,Code Enforcement - High Grass and Weeds,Open - Founded,5/18/2020,6/11/2020,HIGH GRASS - FRONT AND REAR YARD.,FALSE
7910 COLLIN MCKINNEY PKWY,7910,COLLIN MCKINNEY,PKWY,Code Enforcement - High Grass and Weeds,Open - Founded,1/22/2021,,SMOKEY KOWALSKI 972-548-9191 REPORTS UNKEPT POND AT CORNER OF DR KENNETH COOPER AND GRAND RANCH. NO GRASS/WEEDS VIOLATION AT THIS TIME.,FALSE
2400 ELDORADO PKWY,2400,ELDORADO,PKWY,Code Enforcement - High Grass and Weeds,Open - Founded,2/25/2021,,"THE GRASS AND TRASH BOTH SIDES OF THE CREEK THAT IS VILLAGES OF ELDORADO, BETWEEN BANC SOUTH",FALSE
1760 N RIDGE RD,1760,RIDGE,RD,Code Enforcement - High Grass and Weeds,Open - Founded,3/19/2021,,High grass behind retaining wall along grey branch park area,FALSE
711 PEARSON AVE,711,PEARSON,AVE,Code Enforcement - Zoning,Open - Founded,5/6/2020,,Rear yard accessory structure patio pavilion within three feet of property line,FALSE
815 SENECA BLVD,815,SENECA,BLVD,Code Enforcement - Zoning,Open - Founded,11/2/2020,,,FALSE
2041 REDBUD BLVD,2041,REDBUD,BLVD,Code Enforcement - Zoning,Open - Founded,2/12/2021,,,FALSE
