X,Y,OBJECTID,PARCELID,LOWPARCELID,CVTTXCD,CVTTXDSCRP,SCHLTXCD,SCHLDSCRP,NBHDCD,SITEADDRESS,ZIPCD,CdqYear,NetAnnualTax,SpecialAssessments,TotalOwed,TotalPaid,TotalBalance,X_COORD,Y_COORD,LASTUPDATE,created_user,created_date,last_edited_user,last_edited_date
1836086.886,718941.551,3981,010-006114,010H044     06400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1200,1113 E HILDRETH AV,43203,2020,742.7,290.22,1707.42,900,807.42,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1831450.828,722701.571,3982,010-006121,010C051     10900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1301,CLEVELAND AV,43201,2018,909.54,0,4095.64,0,4095.64,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1834640.544,725126.6649,3983,010-006134,010C028     04800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,1039 CAMDEN AV,43201,2020,91.04,0,118.3,0,118.3,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1844668.967,722258.4686,3984,010-006230,010P049     06700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,647 HAYDEN PARK DR,43219,2020,761.36,0,1195.25,814.57,380.68,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833656.831,722635.116,3985,010-006279,010C053     01600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,863 E THIRD AV,43201,2020,1013.56,691.91,2965.44,0,2965.44,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833503.051,723322.8099,3986,010-006337,010C044     06700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,855 - 857 E FOURTH AV,43201,2020,825.36,276.63,1609,0,1609,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1837569.147,716916.3537,3987,010-006442,010H070     01300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1201,E EASTWOOD AV,43203,2018,315.64,0,1250.79,100,1150.79,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1836544.152,717808.5841,3988,010-006502,010H060     09800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1200,N TWENTY SECOND ST,43203,2016,226.06,0,1488.28,0,1488.28,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1835785.938,716310.4317,3989,010-006510,010H068     04300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1201,1020 E BROAD ST,43203,2019,5846.2,4405.69,17893.31,9948.43,7944.88,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1835823.844,716785.3603,3990,010-006576,010H068     03400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1201,N TWENTIETH ST,43203,2007,268.72,3553.5,7173.55,0,7173.55,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1843093.334,724630.9191,3991,010-006650,010P018     03200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1401,2143 LEONARD AV,43219,2020,1202.3,0,2563.32,0,2563.32,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1829334.691,729190.0213,3992,010-006664,010B035     04400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,423 - 425 SEVENTEENTH AV,43201,2020,2344.34,355.44,3917.97,2670.8,1247.17,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1849954.868,723424.2122,3993,010-006679,010N033     11200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,5300,3027 E SIXTH AV,43219,2019,664.34,0,1907.83,0,1907.83,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1835405.915,718224.1599,3994,010-006926,010H051     01600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1200,267 N MIAMI AV,43203,2020,1110.6,198.48,1966.08,0,1966.08,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1829620.226,743476.1751,3995,010-006959,010M158E    00300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,4700,700 MOON RD,43224,2018,507.58,3359.03,5320.41,266.48,5053.93,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1838525.283,719485.2687,3996,010-006964,010H046     04900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1200,1445 HILDRETH AV,43203,2020,983.7,26.03,1566.55,1074.7,491.85,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833907.912,723646.3004,3997,010-007012,010C045     02100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,907 E FIFTH AV,43201,2020,9003.44,0,20780.22,0,20780.22,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1834571.798,724512.2809,3998,010-007208,010C037     11600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,1021 E OLMSTEAD AV,43201,2020,315.64,285.15,796.29,0,796.29,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833037.641,724177.4821,3999,010-007242,010C036     07600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,1099 WALTERS ST,43201,2015,750.2,312.37,5413.11,0,5413.11,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1840732.241,733708.3038,4000,010-007363,010N113L    02600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,4900,PARKWOOD AV,43211,2019,44.8,0,157.74,0,157.74,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1840731.893,733679.0392,4001,010-007364,010N113L    02700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,4900,PARKWOOD AV,43211,2019,89.58,0,313.95,0,313.95,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1840728.647,733634.5818,4002,010-007365,010N113L    02800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,4900,PARKWOOD AV,43211,2020,110.38,0,177.9,0,177.9,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1829178.813,733130.6085,4003,010-007447,010B016     02200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,481 CHILCOTE AV,43202,2020,3149.98,128.63,5955.6,0,5955.6,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833373.575,730183.5491,4004,010-007463,010M099     12600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,968 TWENTIETH AV,43211,2020,435.08,167.49,801.82,584.28,217.54,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1844889.765,722555.9487,4005,010-007554,010P049     05500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,689 HAYDEN PARK DR,43219,2020,1409.34,0,3131.36,0,3131.36,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1828686.988,725718.4928,4006,010-007588,010C022     10600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1306,1382 - 1394 N FOURTH ST,43201,2020,9294.38,0,13595.32,8948.13,4647.19,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1843676.298,724713.5449,4007,010-007634,010P018     06100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1401,1006 WELLINGTON BL,43219,2020,3074.1,0,6054.25,1537.05,4517.2,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1839282.109,723027.2318,4008,010-007694,010P044     11400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,1615 E FOURTH AV,43219,2020,761.9,312.51,1904.18,0,1904.18,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1832894.733,727694.3169,4009,010-007750,010B058     03000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,E THIRTEENTH AV,43211,2005,126.9,1612.77,4698.6,0,4698.6,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1831473.715,723067.6627,4010,010-008009,010C051     05700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1301,986 CLEVELAND AV,43201,2020,1687.44,190.55,2817.76,1974.04,843.72,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1838582.645,719167.6041,4011,010-008080,010H046     09500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1200,1447 MT VERNON AV,43203,2018,338.02,934.1,2497.42,0,2497.42,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1831418.645,722225.075,4012,010-008115,010C059     04400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1301,876 CLEVELAND AV,43201,2020,3932.14,265.38,8592.62,1066.07,7526.55,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1828192.305,732215.2215,4013,010-008340,010B019     08600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,2243 - 2245 SUMMIT ST,43202,2020,6531.86,56.64,10308.91,0,10308.91,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1832721.62,724229.5982,4014,010-008349,010C036     12800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,1111 - 1113 SIDNEY ST,43201,2012,80.5,4458.71,5247.47,0,5247.47,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1840700.747,718120.1361,4015,010-008386,010H064     02800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1203,1709 CLIFTON AV,43203,2015,2176.18,0,13173.19,10753.78,2419.41,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833652.675,725213.9281,4016,010-008403,010C027     07500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,911 CAMDEN AV,43201,2019,539.58,558.1,2439.7,0,2439.7,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1844915.537,722604.1392,4017,010-008653,010P049     05600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,HAYDEN PARK DR,43219,2019,87.96,0,249.79,0,249.79,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1840806.823,719376.8233,4018,010-008680,010H048     08400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1203,1746 GREENWAY AV,43203,2017,720.84,107.47,2956.26,0,2956.26,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1828840.156,725749.3331,4019,010-008699,010C022     13100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1306,291 - 293 E EIGHTH AV,43201,2020,235.66,0,494.68,0,494.68,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1844595.326,723041.7597,4020,010-008714,010P039     03100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,NELSON RD,43219,2019,261.26,0,913.14,0,913.14,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1844612.77,722219.977,4021,010-008719,010P049     06600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,2300 AVALON AV,43219,2020,1278.54,95.16,2088.26,1401.41,686.85,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1844588.982,722485.6027,4022,010-008726,010P049     06300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,700 N NELSON RD,43219,2020,2110.62,0,4724.69,0,4724.69,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1843467.94,722045.4117,4023,010-008739,010P058     00500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,2151 AVALON PL,43219,2020,573.16,499.33,1789.05,0,1789.05,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1844165.665,722375.5234,4024,010-008762,010P049     02000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,2251 DARTMOUTH AV,43219,2019,926.12,416.64,2980.44,0,2980.44,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1844278.595,722592.6538,4025,010-008763,010P049     04500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,2262 DARTMOUTH AV,43219,2007,334.28,1761.2,3918.58,2371.96,1546.62,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1844133.099,722776.5433,4026,010-008782,010P039     00600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,2255 WILLAMONT AV,43219,2020,1176.26,162.71,2139.5,0,2139.5,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1844259.441,722767.4333,4027,010-008784,010P039     00300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,2271 WILLAMONT AV,43219,2018,1050.88,164.35,2239.96,1046.88,1193.08,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1844107.991,723002.0014,4028,010-008793,010P039     02100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,2250 WILLAMONT AV,43219,2019,1159.12,184.62,3773.16,0,3773.16,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1843779.228,723024.8048,4029,010-008798,010P039     01400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,2208 WILLAMONT AV,43219,2020,1077,279.83,2703.61,0,2703.61,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833481.245,722984.7733,4030,010-008850,010C052     04700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,847 E GIBBARD AV,43201,2019,575.28,551.38,2199.23,0,2199.23,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1834745.484,728157.6366,4031,010-008870,010B049     03700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,1593 - 1595 N CLEVELAND AV,43211,2018,603.02,537.07,2409.06,2002.55,406.51,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1826213.785,732744.3084,4032,010-008874,010B013     07900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,87 E MAYNARD AV,43202,2017,2618.9,0,14222.16,0,14222.16,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1827179.246,725241.0249,4033,010-008956,010C031     06300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,63 SEVENTH AV,43201,2018,295.38,0,1166.96,220.27,946.69,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833399.017,723518.2996,4034,010-009003,010C044     05800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,E FOURTH AV,43201,2013,117.82,0,1020.11,0,1020.11,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1838234.454,722742.2221,4035,010-009159,010P043     04500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,1471 GIBBARD AV,43219,2017,719.48,478.5,2794.3,900,1894.3,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1837708.266,722941.6303,4036,010-009169,010P043     02300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,GIBBARD AV,43219,2008,39.46,2553.71,3331.56,0,3331.56,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1838192.594,723385.4073,4037,010-009199,010P033     00600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,1481 FIFTH AV,43219,2012,851.2,798.65,3755.58,677.39,3078.19,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1828392.719,731984.4334,4038,010-009225,010B019     12800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,2216 SUMMIT ST,43201,2020,4063.02,0,6433.25,0,6433.25,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1828288.776,728423.6519,4039,010-009282,010B045     10400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,270 FOURTEENTH AV,43201,2020,9867.34,0,14259.14,9325.47,4933.67,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833737.578,716282.8522,4040,010-009294,010H066     02400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1201,50 HAMILTON PK,43203,2020,4526.76,0,10052.33,0,10052.33,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1827258.985,733986.6591,4041,010-009328,010B010     02300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,259 E TOMPKINS ST,43202,2020,4516.3,0,6788.13,4529.98,2258.15,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1828926.964,732946.5599,4042,010-009344,010B016     01100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,2341 N FOURTH ST,43202,2020,3150.5,0,4786.97,3211.72,1575.25,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1826977.063,733974.6763,4043,010-009377,010B010     11400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,213 E TOMPKINS ST,43202,2020,3073.58,0,6579.29,1800,4779.29,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1827088.577,738240.02,4044,010-009384,010R047     01800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,3800,332 MIMRING RD,43202,2020,4350.24,0,6747.52,2074.74,4672.78,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1849987.699,723422.7076,4045,010-009440,010N033     11100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,5300,E SIXTH AV,43219,2019,67.18,0,197.39,0,197.39,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1834743.528,727669.2238,4046,010-009445,010B059     04500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,1100 E THIRTEENTH AV,43211,2018,177.54,581.01,984.16,0,984.16,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1828355.787,727829.2826,4047,010-009458,010B054     01500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,269 E THIRTEENTH AV,43201,2017,5839.28,161.09,15443.92,0,15443.92,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1829036.88,729403.7783,4048,010-009518,010B035     02300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,386 SEVENTEENTH AV,43201,2020,4199.24,157.5,6748.21,0,6748.21,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1827271.457,723131.5414,4049,010-009578,010C047     07900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1302,1065 - 1071 MT PLEASANT AV,43201,2020,9590.6,0,14028.26,9232.96,4795.3,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1825122.928,738726.8457,4050,010-009682,010R035     07700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,3800,91 LAKEVIEW AV,43202,2020,3789.44,0,5589.36,3694.64,1894.72,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1825007.277,738933.8802,4051,010-009685,010R035     06500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,3800,76 LAKEVIEW AV,43202,2020,5936.44,0,9030.9,2662.84,6368.06,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1839762.174,719210.9013,4052,010-009711,010H047     09000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1203,315 PARKWOOD AV,43203,2017,992.76,1220.72,6704.93,0,6704.93,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833721.733,724624.4325,4053,010-009765,010C037     01900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,1145 PETERS AV,43201,2020,604.52,257.98,1625.73,0,1625.73,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833716.881,724558.8835,4054,010-009767,010C037     01700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,1137 - 1139 PETERS AV,43201,2020,959.16,209.75,2123.16,650,1473.16,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1829433.43,729534.9558,4055,010-009811,010B035     00400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,443 - 445 E EIGHTEENTH AV,43201,2020,5249.58,0,8239.3,0,8239.3,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1836358.543,717839.9185,4056,010-009908,010H060     09400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1200,199 N TWENTY SECOND ST,43203,2020,1069.54,380.26,2719.82,0,2719.82,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1834312.424,721718.6612,4057,010-009933,010C061     08400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,DICK AV,43201,2020,60.6,0,134.9,0,134.9,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1833995.275,718629.9387,4058,010-009961,010H042     02600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1200,349 N GARFIELD AV,43203,2020,642.48,332.92,1738.33,0,1738.33,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1836690.005,717541.0272,4059,010-009998,010H060     11700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1200,153 N OHIO AV,43203,2020,390.28,303.04,981.49,0,981.49,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1843952.408,723330.5526,4060,010-010142,010P039     04500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,2228 MARGARET ST,43219,2020,1252.42,332.92,3142.29,0,3142.29,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1843888.645,723333.3893,4061,010-010145,010P039     04400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1400,2224 MARGARET ST,43219,2018,2633.34,610.74,8031.61,2913.63,5117.98,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1828644.13,728199.5394,4062,010-010152,010B055     02100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1300,1717 N FOURTH ST,43201,2020,5249.58,0,7950.89,5326.1,2624.79,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1836215.825,718830.4817,4063,010-010297,010H044     08000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1200,1130 - 1132 E MT VERNON AV,43203,2017,1019.68,103.06,2364.84,1855,509.84,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1829187.08,725971.1486,4064,010-010328,010C013     06300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1306,1405 - 1407 N SIXTH ST,43201,2020,3539.18,232.51,5517.38,3672.79,1844.59,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1829066.396,735333.6307,4065,010-010358,010R075     02400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,3802,2641 N FOURTH ST,43202,2020,4069.82,0,5702.94,0,5702.94,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1839885.843,719744.3795,4066,010-010718,010H047     03000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1203,1632 HARVARD AV,43203,2020,1318.8,0,3062.32,2402.92,659.4,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1828026.04,736183.0766,4067,010-010735,010R068     07200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,3800,2776 INDIANOLA AV,43202,2014,4149.96,32.26,27247.66,0,27247.66,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1830637.097,722028.6417,4068,010-010743,010C058     02500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1301,460 REYNOLDS AV,43201,2019,1129.24,0,3155.49,0,3155.49,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1838956.384,718387.7988,4069,010-010755,010H055     01500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1200,1482 PHALE D. HALE DR,43203,2016,608.68,28.79,1173.62,560.23,613.39,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1827957.583,735212.4564,4070,010-010844,010R074     06500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,3802,2650 INDIANOLA AV,43202,2019,2678.72,0,7927.4,2708.62,5218.78,,,2021/02/24 00:02:46+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
