CPL2021-00472,"1662 N MAYFAIR RD, FORT MYERS FL 33919",1662 N MAYFAIR RD,RV parked in grass in yard and being lived in,Closed-No Violation,0
CPL2021-00473,"1614 N MAYFAIR RD, FORT MYERS FL 33919",1614 N MAYFAIR RD,Noise ordinance issues yelling in garage and yard every night,Closed-Non Enforcement,0
CPL2021-00474,"1107 PALM AVE, NORTH FORT MYERS FL 33903",1107 PALM AVE,Garage in the yard. Used bike and auto parts throughout the yard. Vehicles in the yard are not running or in a driveway.,Closed-Duplicate Complaint,0
CPL2021-00475,"16350 KELLY COVE DR, 295, FORT MYERS FL 33908",16350 KELLY COVE DR,Condo has been gutted. Reconstruction is underway.,Closed-Duplicate Complaint,0
CPL2021-00476,"16350 KELLY COVE DR, 295, FORT MYERS FL 33908",16350 KELLY COVE DR,No building permit. Condo has been gutted. Reconstruction is ongoing.,Closed-Duplicate Complaint,0
CPL2021-00477,"5039 BELROSE ST, LEHIGH ACRES FL 33971",5039 BELROSE ST,vehicles and lawn mowing equipment being stored on vacant lot usually after 6pm during the week,Closed-No Violation,0
CPL2021-00478,"7648 HELEN RD, BOKEELIA FL 33922",7648 HELEN RD,building a shed without permits.,Closed-No Violation,0
CPL2021-00479,"18486 TULIP RD, FORT MYERS FL 33967",18486 TULIP RD,misc trash and debris in driveway,Closed-No Violation,0
CPL2021-00480,"14803 LAGUNA DR, FORT MYERS FL NA",14803 LAGUNA DR,ramp that leads to the entrance of 14815 Laguna Dr installed without proper permitting,Closed-No Violation,0
CPL2021-00481,"10671 AQUA VISTA LN, NORTH FORT MYERS FL 33917",10671 AQUA VISTA LN,Complaint of debris and dumpster on property.,Closed-No Violation,0
CPL2021-00482,"17439 NEWBERRY LN, ESTERO FL 33928",17439 NEWBERRY LN,"Pool permit and res permit that are in issued status, work is being done to cover up existing propane tank for generator. New contractor on site not following proper set backs for pool being poured.",Pending Investigation,0
CPL2021-00483,"1248 COLUMBUS BLVD, A & B, FORT MYERS FL 33913",1248 COLUMBUS BLVD,Complaint of debris/nuisance on property.,Closed-Violation Created,1
CPL2021-00484,"1246 COLUMBUS BLVD, A & B, FORT MYERS FL 33913",1246 COLUMBUS BLVD,Complaint of debris on property and unregistered vehicles.,Closed-No Violation,0
CPL2021-00485,"1255 BACON AVE, FORT MYERS FL 33913",1255 BACON AVE,Complaint of dump truck on property.,Closed-No Violation,0
CPL2021-00486,"715 SHADYSIDE ST, LEHIGH ACRES FL 33936",715 SHADYSIDE ST,UNREGISTERED INOPERABLE WHITE TRUCK,Closed-No Violation,0
CPL2021-00487,"17700 FRANK RD, ALVA FL 33920",17700 FRANK RD,Work being done in ROW/easement.,Closed-No Violation,0
CPL2021-00488,"1000 RUSH AVE, LEHIGH ACRES FL 33972",1000 RUSH AVE,A/C installed by unlicensed contractor,Closed-No Violation,0
CPL2021-00489,"8357 MATANZAS RD, FORT MYERS FL 33967",8357 MATANZAS RD,"Property (empty) lot has overgrown vegetation. This overgrown vegetation is nesting field rats. These field rats walk over my chain link fence and get into my back yard. I have a 3 YO child that plays on the back yard. Please, this lot needs to be properly maintained.",Closed-No Violation,0
CPL2021-00490,"17521 FRANK RD, ALVA FL 33920",17521 FRANK RD,"They are blocking an easement With barriers and fencing post. Blocking access to a 10 acre property adjacent to their home. Their property fencing is encroaching to the road, passed their property line.",Closed-No Violation,0
CPL2021-00491,"5638 JUDITH RD, BOKEELIA FL 33922",5638 JUDITH RD,No railing on steps into rental apartment above garage. Other railings may not be adequate. Not sure if he has a license to rent the apartment above the garage either.,Closed-No Violation,0
CPL2021-00492,"1903 CEDAR AVE N, LEHIGH ACRES FL 33971",1903 CEDAR AVE N,nuisance on active construction site / trash and debris,Closed-Violation Created,1
CPL2021-00493,"2519 53RD ST SW, LEHIGH ACRES FL 33976",2519 53RD ST SW,nuisance accumulation / trash and debris outside of trash receptacle,Closed-No Violation,0
CPL2021-00494,"4303 10TH ST W, LEHIGH ACRES FL 33971",4303 10TH ST W,Complaint of fence falling down.,Closed-No Violation,0
CPL2021-00495,"1412 FLORA AVE N, LEHIGH ACRES FL 33971",1412 FLORA AVE N,Complaint of debris all over property.,Closed-Violation Created,1
CPL2021-00496,"3813 18TH ST W, LEHIGH ACRES FL 33971",3813 18TH ST W,commercial equipment cement mixers / nuisance,Closed-Violation Created,1
CPL2021-00497,"4041 WOODBRIER DR, FORT MYERS FL 33905",4041 WOODBRIER DR,repaved driveway no permits / not up to code,Closed-Violation Created,1
CPL2021-00498,"4110 WOODBRIER DR, FORT MYERS FL 33905",4110 WOODBRIER DR,repaved driveway no permit / not up to code,Closed-Violation Created,1
CPL2021-00499,"4111 WOODBRIER DR, FORT MYERS FL 33905",4111 WOODBRIER DR,repaved driveway no permits - not up to code,Closed-Violation Created,1
CPL2021-00500,"59 SANDPIPER CT, CAPTIVA FL 33924",59 SANDPIPER CT,Complaint of enclosure with out permit.,Closed-Violation Created,1
CPL2021-00501,"245 BYRON AVE, NORTH FORT MYERS FL 33917",245 BYRON AVE,Demolition without a permit.,Closed-No Violation,0
CPL2021-00502,"245 BYRON AVE, NORTH FORT MYERS FL 33917",245 BYRON AVE,nuisance of misc debris.,Closed-No Violation,0
CPL2021-00503,"239 GRANADA BLVD, FORT MYERS FL 33905",239 GRANADA BLVD,lot mow,Closed-Duplicate Complaint,0
CPL2021-00504,"17136 JEAN ST, FORT MYERS FL 33967",17136 JEAN ST,Person living in a trailer and above ground pool next to trailer without a permit,Closed-Violation Created,1
CPL2021-00505,"7978 MCDANIEL DR, NORTH FORT MYERS FL 33917",7978 MCDANIEL DR,"people living on a vacant lot with at least 15 tents, tarps, built up a semi truck into living quarters, Sheriffs office made complaint Det. Myers 239-218-8142.",Closed-No Violation,0
CPL2021-00506,"2210 N TAMIAMI TRL, NORTH FORT MYERS FL 33903",2210 N TAMIAMI TRL,"682 Brigantine Blvd: screens torn off of back porch, nuisance accumulation, propane tanks and other misc trash and debris",Closed-No Violation,0
CPL2021-00507,"137 GIBSON ST, FORT MYERS FL 33905",137 GIBSON ST,Fence without a permit.,Closed-No Violation,0
CPL2021-00508,"13101 N CLEVELAND AVE, NORTH FORT MYERS FL 33903",13101 N CLEVELAND AVE,Interior remodel without permit.,Closed-No Violation,0
CPL2021-00509,"4426 POINSETTIA ST, FORT MYERS FL 33905",4426 POINSETTIA ST,"nuisance accumulation including, trash and debris, broken window, misc items",Closed-Violation Created,1
CPL2021-00510,"810 BUTTONWOOD DR, FORT MYERS BEACH FL 33931",810 BUTTONWOOD DR,fence in disrepair,Closed-No Violation,0
CPL2021-00511,"5831 HALIFAX AVE, FORT MYERS FL 33912",5831 HALIFAX AVE,They have been operating a food truck for several years.  They prepare and sell food without a permit,Closed-Duplicate Complaint,0
CPL2021-00512,"1246 COLUMBUS BLVD, A & B, FORT MYERS FL 33913",1246 COLUMBUS BLVD,pay code violation,Closed-Non Enforcement,0
CPL2021-00513,"21260 N RIVER RD, ALVA FL 33920",21260 N RIVER RD,Trash in Yard and Grass several feet high.,Closed-Violation Created,1
CPL2021-00514,"7101 ALICO RD, FORT MYERS FL 33912",7101 ALICO RD,Site is not in compliance with Z-14-019 and master concept plan.,Closed-Violation Created,1
CPL2021-00515,"302 HIGHLAND AVE, LEHIGH ACRES FL 33936",302 HIGHLAND AVE,"parking 16 wheel dump truck in yard, washes off during the week",Closed-No Violation,0
CPL2021-00516,"5340 CENTENNIAL BLVD, LEHIGH ACRES FL 33971",5340 CENTENNIAL BLVD,Trucks parked on this property violate Lee County's Ordinance 19-08 and Land Development Code 34-1181.,Closed-No Violation,0
CPL2021-00517,"13848 GRENADA WAY, FORT MYERS FL 33905",13848 GRENADA WAY,Complaint of dump trucks on property after 5pm and weekends,Closed-No Violation,0
CPL2021-00518,"16283 S TAMIAMI TRL, FORT MYERS FL 33908",16283 S TAMIAMI TRL,Complaint of trucks located on the property.,Closed-No Violation,0
CPL2021-00519,"3732 BLUE HERON DR, FORT MYERS FL 33908",3732 BLUE HERON DR,Installed a reverse osmosis system without a permit and graded the dirt to cause flooding into neighbors yard and caused significant damage to FPL power lines causing lines to be replaced at expense to neighbors. In addition stagnant water smells of raw sevage and presents a health hazard. Needs to corrected and installed with a permit to code,Closed-No Violation,0
CPL2021-00520,"16900 HARTWIG LN, NORTH FORT MYERS FL 33917",16900 HARTWIG LN,Dumping trash at mailbox and piles of debris in front of the house. And the wind is blowing it over across the all the prop. With their mail with names on the front,Closed-Violation Created,1
CPL2021-00521,"822 CHAPLIN AVE, LEHIGH ACRES FL 33971",822 CHAPLIN AVE,chickens and roosters in residential ares,Closed-No Violation,0
CPL2021-00522,"5104 LEE CIR N, LEHIGH ACRES FL 33971",5104 LEE CIR N,chickens and roosters in residential area,Closed-Violation Created,1
CPL2021-00523,"7381 SEA ISLAND RD, FORT MYERS FL 33967",7381 SEA ISLAND RD,Silver Honda parked in front lawn with no license plate or registration. �This vehicle has been there for months.,Closed-No Violation,0
CPL2021-00524,"2733 BRUCE ST, MATLACHA FL 33993",2733 BRUCE ST,Overgrown Lawn,Closed-No Violation,0
CPL2021-00525,"860 HASKELL ST E, LEHIGH ACRES FL 33974",860 HASKELL ST E,Fence permit,Closed-Non Enforcement,0
CPL2021-00526,"900 SUNSET VISTA DR, FORT MYERS FL 33919",900 SUNSET VISTA DR,"unsafe living in a single family home in a residential neighborhood.  this is not part of that nursery and needs to be cleaned up.  eyesore, dangerous, questionable hoarding.",Closed-Violation Created,1
CPL2021-00527,"1171 CHEROKEE AVE, LEHIGH ACRES FL 33936",1171 CHEROKEE AVE,BUILT PATIO / LANI NO PERMIT,Closed-Violation Created,1
CPL2021-00528,"9263 CORAL ISLE WAY, FORT MYERS FL 33919",9263 CORAL ISLE WAY,Complaint installation remodel of lanai with out permit.,Closed-Violation Created,1
CPL2021-00529,"230 PARK LANE DR, NORTH FORT MYERS FL 33917",230 PARK LANE DR,Complaint of still living in camper and hooking up to sewer/dumping.,Closed-No Violation,0
CPL2021-00530,"907 E JERSEY RD, LEHIGH ACRES FL 33936",907 E JERSEY RD,"nuisance accumulation, trash and misc debris in front yard",Closed-No Violation,0
CPL2021-00531,"10588 TIPTON DR, BOKEELIA FL 33922",10588 TIPTON DR,trash and debris,Closed-Violation Created,1
CPL2021-00532,"6381 CORPORATE PARK CIR, FORT MYERS FL 33966",6381 CORPORATE PARK CIR,"No OCC permit for Thompson Gas in #1.  There are permits for signs, SGN2020-00154 & 00155. Corp website does show this location as does Google.",Closed-Violation Created,1
CPL2021-00533,"8374 BOGART DR, NORTH FORT MYERS FL 33917",8374 BOGART DR,trash and debris on property,Closed-Violation Created,1
CPL2021-00534,"9211 CORAL ISLE WAY, FORT MYERS FL 33919",9211 CORAL ISLE WAY,enclosing a patio into a room no permits,Closed-Violation Created,1
CPL2021-00535,"9239 CORAL ISLE WAY, FORT MYERS FL 33919",9239 CORAL ISLE WAY,new windows putting in no permits,Closed-No Violation,0
CPL2021-00536,"2518 34TH ST SW, LEHIGH ACRES FL 33976",2518 34TH ST SW,semi truck parked on vacant lot - owner at 2519 33rd st sw,Closed-No Violation,0
CPL2021-00537,"108 STAFFORD PL, LEHIGH ACRES FL 33936",108 STAFFORD PL,"built deck on rear of property, would need special HELO inspection due to privacy fence. Built canopy in back without proper permits.",Closed-No Violation,0
CPL2021-00538,"4500 PINE ISLAND RD NW, MATLACHA FL 33993",4500 PINE ISLAND RD NW,Complaint on end unit with installation of a deck without permit.,Closed-Violation Created,1
CPL2021-00539,"12156 PALM BEACH BLVD, FORT MYERS FL 33905",12156 PALM BEACH BLVD,Complaint of repaving business access without permits.,Closed-Violation Created,1
CPL2021-00540,"941 CHENAULT ST, LEHIGH ACRES FL 33974",941 CHENAULT ST,camper on vacant lot,Closed-Violation Created,1
CPL2021-00541,"5991 BONITA RD, BOKEELIA FL 33922",5991 BONITA RD,CHICKENS,Closed-Violation Created,1
CPL2021-00542,"18122 ADAMS CIR, FORT MYERS FL 33967",18122 ADAMS CIR,Unsafe per Bill- Roof.,Closed-Violation Created,1
CPL2021-00543,"503 AVANTI WAY BLVD, NORTH FORT MYERS FL 33903",503 AVANTI WAY BLVD,Complaint of unregistered vehicle.,Closed-No Violation,0
CPL2021-00544,"3966 ROYAL PALM DR, SAINT JAMES CITY FL 33956",3966 ROYAL PALM DR,"SEAWALL WORK NO PERMIT, CONCRETE GOING INTO WATER",Closed-Violation Created,1
CPL2021-00545,"2802 34TH ST SW, LEHIGH ACRES FL 33976",2802 34TH ST SW,"ROOSTER ON PROPERTY- IS YOU LOOK FROM THE STREET ON FLORA TOWARDS HOUSE, CAGE IS CLOSE TO HOME",Closed-Violation Created,1
CPL2021-00546,"21510 PALM BEACH BLVD, ALVA FL 33920",21510 PALM BEACH BLVD,work without permit / electric and renovating warehouse / unlicensed work,Closed-No Violation,0
CPL2021-00547,"5558 TICE ST, FORT MYERS FL 33905",5558 TICE ST,fence no permit,Closed-Violation Created,1
CPL2021-00548,"0 EASEMENT, FORT MYERS FL 33907",0 EASEMENT,High grass and weeds.,Closed-Violation Created,1
CPL2021-00549,"3558 AVENIDA DEL VERA, NORTH FORT MYERS FL 33917",3558 AVENIDA DEL VERA,Complaint of pool not being secured. Open access.,Closed-No Violation,0
CPL2021-00550,"18401 WAYNE DR, NORTH FORT MYERS FL 33917",18401 WAYNE DR,Complaint of debris on property.,Closed-No Violation,0
CPL2021-00551,"1406 ROBERT AVE, LEHIGH ACRES FL 33972",1406 ROBERT AVE,Free roaming rooster and chickens,Closed-Violation Created,1
CPL2021-00552,"3219 41ST ST SW, LEHIGH ACRES FL 33976",3219 41ST ST SW,expired RES permit same owner.,Closed-Violation Created,1
CPL2021-00553,"1452 SCENIC ST, LEHIGH ACRES FL 33936",1452 SCENIC ST,Complaint of several vehicles on property.  Not sure if possibly running a car business.,Closed-Violation Created,1
CPL2021-00554,"1456 SCENIC ST, LEHIGH ACRES FL 33936",1456 SCENIC ST,Complaint of several vehicles on the property.  Not sure if registered and operable.,Closed-Violation Created,1
CPL2021-00555,"58 CABANA AVE, NORTH FORT MYERS FL 33903",58 CABANA AVE,horticultural waste,Closed-Violation Created,1
CPL2021-00556,"1717 MAGNOLIA DR, NORTH FORT MYERS FL 33917",1717 MAGNOLIA DR,lot mow / nuisance accumulation trash and debris,Closed-Violation Created,1
CPL2021-00557,"3112 46TH ST SW, LEHIGH ACRES FL 33976",3112 46TH ST SW,"Nuisance to include tires, furniture and car parts.",Closed-No Violation,0
CPL2021-00558,"7050 WINKLER RD, FORT MYERS FL 33919",7050 WINKLER RD,"businesses open without having OCC/USE permits at 7050 Winkler Rd, Myerlee Center. In unit 101 is a new fitness place",Closed-Violation Created,1
CPL2021-00559,"7050 WINKLER RD, FORT MYERS FL 33919",7050 WINKLER RD,"businesses open without having OCC/USE permits at 7050 Winkler Rd, Myerlee Center. in unit #111 is an ice cream place called Eats & Treats.",Closed-Violation Created,1
CPL2021-00560,"6658 GOLDEN RD, NORTH FORT MYERS FL 33917",6658 GOLDEN RD,"30 amp breaker installed, water hooked up illegally, a makeshift septic tank was dug out and instailled, no permits",Closed-No Violation,0
CPL2021-00561,"4397 SAINT CLAIR AVE W, NORTH FORT MYERS FL 33903",4397 SAINT CLAIR AVE W,Complaint of boxed truck on property selling items from it.,Closed-No Violation,0
CPL2021-00562,"13440 SHAWNEE RD, FORT MYERS FL 33913",13440 SHAWNEE RD,"multiple structures and campers with people living in them on property. no permit on structures, nuisance accumulation",Closed-No Violation,0
CPL2021-00563,"8259 NAULT DR, NORTH FORT MYERS FL 33917",8259 NAULT DR,bright lights still shining into neighboring properties,Closed-No Violation,0
CPL2021-00564,"13031 CINNABAR LN, FORT MYERS FL 33908",13031 CINNABAR LN,"Roof in disrepair, green pool, and debris on property.",Closed-Violation Created,1
CPL2021-00565,"7911 MCDANIEL DR, NORTH FORT MYERS FL 33917",7911 MCDANIEL DR,nuisance accumulation / trash and debris,Closed-Violation Created,1
CPL2021-00566,"243 DELRAY AVE, FORT MYERS FL 33905",243 DELRAY AVE,Complaint of debris on property.,Closed-Violation Created,1
CPL2021-00567,"2101 SUNRISE BLVD, FORT MYERS FL 33907",2101 SUNRISE BLVD,"Large flag with profanity. Also, US flag in distress.The U.S. Flag Code states that the American flag is not to be flown upside down �except as a signal of dire distress in instance of extreme danger to life or property.�",Closed-Non Enforcement,0
CPL2021-00568,"18011 S TAMIAMI TRL, FORT MYERS FL 33908",18011 S TAMIAMI TRL,The parking lot is being redone and there is no way that the ADA spaces are compliant.  We cannot find where there was a permit pulled for this site.,Closed-No Violation,0
CPL2021-00569,"8101 SUNCOAST DR, NORTH FORT MYERS FL 33917",8101 SUNCOAST DR,Pool without permit or electrical permit.,Closed-Violation Created,1
CPL2021-00570,"15021 LAKESIDE VIEW DR, 2302, FORT MYERS FL 33919",15021 LAKESIDE VIEW DR,Pruned live oak without permit in condominium,Closed-No Violation,0
CPL2021-00571,"0 LAKESIDE OF PARKER LAKES C/E, FORT MYERS FL NA",0 LAKESIDE OF PARKER LAKES C/E,Over-prunning of protected tree.,Closed-No Violation,0
CPL2021-00572,"1717 ACACIA AVE, LEHIGH ACRES FL 33972",1717 ACACIA AVE,Complaint of possibly running a boat business and fence without permit.,Closed-No Violation,0
CPL2021-00573,"5925 YOUNGQUIST RD, FORT MYERS FL 33912",5925 YOUNGQUIST RD,Blue Sky Solutions at 5931 Youngquist #2 has no OC/USE Permit,Closed-Violation Created,1
CPL2021-00574,"1503 MEDFORD PL, LEHIGH ACRES FL 33936",1503 MEDFORD PL,chickens and people living in RV in backyard,Closed-Violation Created,1
CPL2021-00575,"2707 12TH ST SW, LEHIGH ACRES FL 33976",2707 12TH ST SW,kennel with roof no permit,Closed-Violation Created,1
CPL2021-00576,"4580 RANDAG DR, NORTH FORT MYERS FL 33903",4580 RANDAG DR,Addition to home without permit.,Closed-No Violation,0
CPL2021-00577,"3459 FIFTH AVE, SAINT JAMES CITY FL 33956",3459 FIFTH AVE,flag on a street sign,Closed-Violation Created,1
CPL2021-00578,"1146 HALLMARK AVE S, LEHIGH ACRES FL 33974",1146 HALLMARK AVE S,unsafe/unsecure building / abandoned construction,Closed-Violation Created,1
CPL2021-00579,"17392 DELAWARE RD, FORT MYERS FL 33967",17392 DELAWARE RD,workers coming and going,Closed-No Violation,0
CPL2021-00580,"119 AMBER AVE, NORTH FORT MYERS FL 33917",119 AMBER AVE,lot mow,Closed-No Violation,0
CPL2021-00581,"5779 VILLAS WAY, BOKEELIA FL 33922",5779 VILLAS WAY,people occupying campers in yard,Closed-No Violation,0
CPL2021-00582,"13107 FIFTH ST, FORT MYERS FL 33905",13107 FIFTH ST,"horticultural waste, pipe hanging from tree, rocks, cinder blocks in ROW",Closed-No Violation,0
CPL2021-00583,"13038 PALM BEACH BLVD, FORT MYERS FL 33905",13038 PALM BEACH BLVD,paving parking lot no permits,Closed-Violation Created,1
CPL2021-00584,"0 PLAZA DE MANANA CONDO HDR, FORT MYERS FL 33967",0 PLAZA DE MANANA CONDO HDR,"Multiple commercial vehicles including a semi, RV, and pull behind trailer are consistently parked in our condo's parking lot.",Closed-No Violation,0
CPL2021-00585,"16350 KELLY COVE DR, 297, FORT MYERS FL 33908",16350 KELLY COVE DR,Might be worth checking if all the contractors working on this full �condo redo are licensed. None of their vehicles has a business name.,Closed-No Violation,0
CPL2021-00586,"2245 HAVANA AVE, FORT MYERS FL 33905",2245 HAVANA AVE,vacant lot with boat tied to dock with occupants,Closed-Violation Created,1
CPL2021-00587,"6061 HAMILTON DR, FORT MYERS FL 33905",6061 HAMILTON DR,in the easement at the front of our property on Plaza Dr. there is a vehicle that has been there since 2-5-21. We contacted a tow company per the sheriff office to have a private property tow. The tow co. said since it is in the easement to contact Code enforcement to have the vehicle tagged. We placed a vehicle will be towed tag on the vehicle but it has not been removed. This area is a bus stop and we would like the car removed. 2007 Ford Focus License plate NYM L93,Closed-Violation Created,1
CPL2021-00588,"124 RICHMOND AVE S, LEHIGH ACRES FL 33936",124 RICHMOND AVE S,semi truck parked on property,Closed-No Violation,0
CPL2021-00589,"207 HIGHVIEW AVE, LEHIGH ACRES FL 33936",207 HIGHVIEW AVE,"running a mechanic shop , weekends only",Closed-No Violation,0
CPL2021-00590,"2261 ALDRIDGE AVE, FORT MYERS FL 33907",2261 ALDRIDGE AVE,House hold junk piled up in front of residences,Closed-Duplicate Complaint,0
CPL2021-00591,"2261 ALDRIDGE AVE, FORT MYERS FL 33907",2261 ALDRIDGE AVE,House hold junk piled up in front of residence,Closed-Duplicate Complaint,0
CPL2021-00592,"1398 EUCLID AVE, NORTH FORT MYERS FL 33917",1398 EUCLID AVE,nuisance accumulation.,Closed-Violation Created,1
CPL2021-00593,"1392 EUCLID AVE, NORTH FORT MYERS FL 33917",1392 EUCLID AVE,nuisance accumulation.,Closed-Violation Created,1
CPL2021-00594,"220 SOUTH LAKE DR, LEHIGH ACRES FL 33936",220 SOUTH LAKE DR,bobcat and trailer on property,Closed-Violation Created,1
CPL2021-00595,"501 W 7TH ST, LEHIGH ACRES FL 33972",501 W 7TH ST,unregistered trailer in yard / nuisance accumulation / trash and debris,Closed-Violation Created,1
CPL2021-00596,"5670 DIVISION DR, FORT MYERS FL 33905",5670 DIVISION DR,Unpaved driveway and unpaved dusty work area,Closed-Violation Created,1
CPL2021-00597,"2901 PARKVIEW DR, FORT MYERS FL 33905",2901 PARKVIEW DR,code violation,Closed-Non Enforcement,0
CPL2021-00598,"8429 WINGED FOOT DR, FORT MYERS FL 33967",8429 WINGED FOOT DR,Complaint of remodeling without a permit.,Closed-No Violation,0
CPL2021-00599,"1406 ROBERT AVE, LEHIGH ACRES FL 33972",1406 ROBERT AVE,Chickens and Rooster,Closed-Duplicate Complaint,0
CPL2021-00600,"17230 S TAMIAMI TRL, FORT MYERS FL 33908",17230 S TAMIAMI TRL,unit three hired unlicensed contractors with no permit to put up electrical sign,Closed-No Violation,0
CPL2021-00601,"15345 CHRISTINE WAY, FORT MYERS FL 33908",15345 CHRISTINE WAY,Complaint of green pool /debris on property.,Closed-Violation Created,1
CPL2021-00602,"45 ANDORA ST, LEHIGH ACRES FL 33936",45 ANDORA ST,Complaint of semi truck on property.,Closed-No Violation,0
CPL2021-00603,"1024 ALFREDA AVE, LEHIGH ACRES FL 33971",1024 ALFREDA AVE,Tractor trailer parked on front yard - roosters and chickens wandering property and making noise,Closed-No Violation,0
CPL2021-00604,"3212 7TH ST SW, LEHIGH ACRES FL 33976",3212 7TH ST SW,This is my third attempt at reporting these violations.The street is a single family community and there are multiple families in this house. Also there is a burnt/wrecked vehicle with no wheels in the front yard sinking into the ground.,Closed-No Violation,0
CPL2021-00605,"14900 CAPTIVA DR, CAPTIVA FL 33924",14900 CAPTIVA DR,Complaint of merchandise being hung from trees / poles.  Also lights that are hung deflect into the residence,Closed-No Violation,0
CPL2021-00606,"7393 PEBBLE BEACH RD, FORT MYERS FL 33967",7393 PEBBLE BEACH RD,running painting business in back yard VIO2019-01378 / customer come and go / tent in rear for painting,Closed-Violation Created,1
CPL2021-00607,"11401 AXIS DEER LN, FORT MYERS FL 33966",11401 AXIS DEER LN,unlicensed contractor installing windows,Closed-No Violation,0
CPL2021-00608,"4465 BIRMINGHAM ST, FORT MYERS FL 33905",4465 BIRMINGHAM ST,misc trash and debris on property,Closed-Violation Created,1
CPL2021-00609,"4437 BIRMINGHAM ST, FORT MYERS FL 33905",4437 BIRMINGHAM ST,unregistered vehicle in driveway,Closed-Violation Created,1
CPL2021-00610,"6250 THOMAS RD, FORT MYERS FL 33912",6250 THOMAS RD,debris in road way street full of horticulture! big equipment (back hoe) bull dozer running up and down roadway almost hit a car back down the road,Closed-Non Enforcement,0
CPL2021-00611,"438 PICKFORD AVE, LEHIGH ACRES FL 33974",438 PICKFORD AVE,Lot is overgrown and a fire hazard we complained of this a while back a violation sign was posted but lot was never mowed. I am concerned with the dry weather and fire risk as well as rodent issue.,Closed-Violation Created,1
CPL2021-00612,"11711 ROSEMOUNT DR, FORT MYERS FL 33913",11711 ROSEMOUNT DR,building wall no permit / other unpermitted work,Closed-Violation Created,1
CPL2021-00613,"5002 BILLYS CREEK DR, FORT MYERS FL 33905",5002 BILLYS CREEK DR,Complaint of several vehicles bought from auction and not registered. Running a business.,Closed-No Violation,0
CPL2021-00614,"205 3RD ST, FORT MYERS FL 33907",205 3RD ST,Complaint of remodeling/not zoned for 4 plex.,Closed-No Violation,0
CPL2021-00615,"17220 MALAGA RD, FORT MYERS FL 33967",17220 MALAGA RD,AC without a permit,Closed-No Violation,0
CPL2021-00616,"18289 COLUMBINE RD, FORT MYERS FL 33967",18289 COLUMBINE RD,"camper is hooked up to house, people living in camper",Closed-No Violation,0
CPL2021-00617,"18229 COLUMBINE RD, FORT MYERS FL 33967",18229 COLUMBINE RD,"unregistered/inoperable vehicles, nuisance accumulation, lot mow, running a business at property",Closed-No Violation,0
CPL2021-00618,"1201 ROBERT AVE, LEHIGH ACRES FL 33972",1201 ROBERT AVE,Lot mow and complaint of building maint.,Closed-No Violation,0
CPL2021-00619,"9091 FRANK RD, FORT MYERS FL 33967",9091 FRANK RD,Complaint of nuisance/trash on property.,Closed-No Violation,0
CPL2021-00620,"2610 PINE ST, MATLACHA FL 33993",2610 PINE ST,"Owner hoarding construction debris again.Owner storing unsecured aluminum ladders and scaffolding on roof.Owner conducting electric welding surrounded by flammable debris, LPG gas, SCUBA Compressed air, NO fire suppression or extinguisher, no shroud to shield neighbors and street from welding flash.",Closed-Violation Created,1
CPL2021-00621,"2104 FLOWERS DR, FORT MYERS FL 33907",2104 FLOWERS DR,Building shed without permit.,Closed-No Violation,0
CPL2021-00622,"8165 GRADY DR, NORTH FORT MYERS FL 33917",8165 GRADY DR,nuisance of misc debris,Closed-Duplicate Complaint,0
CPL2021-00623,"1102 GERALD AVE, LEHIGH ACRES FL 33936",1102 GERALD AVE,RV on camper possibly not registered.,Closed-No Violation,0
CPL2021-00624,"17421 DEVORE LN, FORT MYERS FL 33913",17421 DEVORE LN,"LOT OVERGROWN, ABANDONED HOME!! COMPLETE HEALTH HAZARD",Closed-Violation Created,1
CPL2021-00625,"0 ACCESS UNDETERMINED, FORT MYERS FL 33967",0 ACCESS UNDETERMINED,semi truck and trailer parked in the common element,Closed-No Violation,0
CPL2021-00626,"2249 LAUREL LN, NORTH FORT MYERS FL 33917",2249 LAUREL LN,Roof,Closed-Duplicate Complaint,0
CPL2021-00627,"3429 FIFTH AVE, SAINT JAMES CITY FL 33956",3429 FIFTH AVE,"Running a repair shop out of house golf carts, boats , trailers, painting vehicles on property they pile vehicles trailers and junk  on empty lot across the street and pile  boats and vehicles on lot to the right and left of there house every where also running without a buisness license I believe the son Blake is running the buisness advertisement on Facebook  could not find buisness registered on Lee county website yard full of debris",Closed-No Violation,0
CPL2021-00628,"11725 LADY ANNE CIR, CAPE CORAL FL 33991",11725 LADY ANNE CIR,"House has been vacant for almost 2 years(August 2019)  Roof is caving in in the front,  pool is a mess, there have been no utilities on in this house.  Mold etc in a trash filled house.",Closed-Duplicate Complaint,0
CPL2021-00629,"2501 E 14TH ST, LEHIGH ACRES FL 33972",2501 E 14TH ST,"above ground pool without a fence, nuisance debris, car and motorcycle, trash",Closed-Duplicate Complaint,0
CPL2021-00630,"5396 ANCHORAGE DR, SAINT JAMES CITY FL 33956",5396 ANCHORAGE DR,Already Cleared 4 connecting lots.�5396 & 5376 Anchorage Dr�&5375 & 5393 Fairbanks drNow Uprooting pine trees in area And using heavy machinery for for other work on land. Adding possible driveways�Is a permits required?,Closed-No Violation,0
CPL2021-00631,"215 HIGHVIEW AVE, LEHIGH ACRES FL 33936",215 HIGHVIEW AVE,There is a rusty mattress spring in the front yard,Closed-Duplicate Complaint,0
