ASSIGNED NAME,Case Number,Opened Date,Address,Status,Description
Kenneth Waldecker,CV20200388211,5/15/2020,4911 Warner Ave,Open,"Large shipping container behind Buon Gusto, obstructing view while driving in the lot, very tight area to drive through, only one car able to pass by....I have been in contact with the city about this issue and was informed that Buon Gusto has permits and until they are done with remodel they are able to leave this container there. They have been open and operating (prior to covid) for many months and the container which is embedded in the asphalt is STILL there. There are also many vehicles permanently stored in parking spaces adjacent to Buon Gusto with many junk item left there all the time....hazard and eye sore. #298542"
Kenneth Waldecker,CV20200243220,5/20/2020,16641 Ross Ln,Open,Carport at this address has converted into an ADU. Visible from the south of the property.
Kenneth Waldecker,CV20200496211,5/29/2020,5081 Galway Cir,Open,Overgrown weeds and vegetation. Eyesore property. #307584
Kenneth Waldecker,CV20200498211,5/29/2020,6271 Priscilla Dr,Open,"Pool is was not totally drained, has standing water in it and is breeding mosquitoes. #307810"
Kenneth Waldecker,CV20200521211,6/5/2020,17155 S Pacific Ave,Open,STVR Airbnb - Contact R/p #311856 Courtesy Notice mailed 7/22/2020 L.S.
Kenneth Waldecker,CV20200536211,6/8/2020,6792 Marilyn Dr,Open,"My neighbors on 6792 Marilyn Drive have I think 8 year old high efficiency water heater. The water heater is making terrible noise at night (during the day too but that�s not so unbearable). The owner gets up at 4 AM for work and the noise wakes you up every single night. It resonates very bad. I can�t use any of my 3 bedrooms without being awaken at night I don�t know if I have right to do anything I tried to talk to her, she told me straight out she knows about the noise and she is not going to do anything. She got the pipes cleaned that didn�t do anything. I hope the city can help me the noise is very bad for a long time- months and months I didn�t get good sleep for very long time#313722"
Kenneth Waldecker,CV20200554211,6/10/2020,16701 Pacific Coast Hwy,Open,"construction going on at ""Mothers"" Bar on PCH in Sunset Beach. Did they take out a permit for this new construction? Just wondering because we have a lot of tenant complaints about parking and it appears the new construction at Mother's would add seating and thus add to the already existing parking problem. #315541"
Kenneth Waldecker,CV20200664211,6/22/2020,16181 Littler Dr,Open,House looks like a broke down car lot with several expired tags vans and cars. Plus lots of junk covered in blue tarps. #323587
Kenneth Waldecker,CV20200673211,6/23/2020,16858 Bayview Dr,Open,"The property located at 16858 Bayview Drive in Huntington Beach (Sunset Island) has added a 'swim dock' to their property extending into the canal between Sunset Island and Admiralty Island. A number of homes in this area have added these types of docks that have no proper gangway and I suspect are not permitted by the City. This has become an issue because the resident at 15858 Bayview Drive has now placed a Duffy boat on their swim dock which severely limits the width of the waterway and creates an unsafe navigable condition (see attached photos). This portion of the channel is very narrow as is, and we are concerned we will not be able to pass this property safely and without causing damage to our vessel and theirs. I don't know if this is an issue for the City or for Harbor Patrol, but I wanted to bring it to your attention. #324370"
Kenneth Waldecker,CV20200678211,6/24/2020,16833 Bayview Dr,Open,Tearing down a bulkheads on a public easement and in front of their property ion bayview drive it could flood the whole island if it is not engineered correctly. I am very concerned my property could flood. #325093
Kenneth Waldecker,CV20200076216,6/29/2020,16850 Bayview Dr,Open,"Unpermitted swim dock with no proper gangway, which severely limits the width of the waterway and creates an unsafe navigable condition. (Related to Myhb#324370) Myhb#327934."
Kenneth Waldecker,CV20200077216,6/29/2020,16856 Bayview Dr,Open,"Unpermitted swim dock with no proper gangway, which severely limits the width of the waterway and creates an unsafe navigable condition. (Related to Myhb#324370) Myhb#327941"
Kenneth Waldecker,CV20200711211,6/29/2020,16252 Birdie Ln,Open,"llegal construction, they are messing with main water supply. Huge piles of broken concrete and trash in front and back yard. Rats are now a problem. Room additions and windows installed look terrible and dangerous. Main concern is water being interupted. Huge holes and exposed loose dirt. #328064"
Kenneth Waldecker,CV20200727211,6/30/2020,16278 Pacific Coast Hwy,Open,"Don the Beachcomber property with trash, debris, homeless transients at night time, property maintenance issues, inoperable vehicles, etc #329268"
Kenneth Waldecker,CV20200735211,7/1/2020,16282 Saratoga Ln,Open,Litter and LARGE items place all over the front yard all the way out to the sidewalk. Some is now spilling out into the parkway. #329662
Kenneth Waldecker,CV20200799211,7/8/2020,16182 Moonglow Ln,Open,Overgrown vegetation located in the visibility triangle. #340887
Kenneth Waldecker,CV20200855211,7/14/2020,15292 Hanover Ln,Open,This home has a truck that hasn\'t moved in months on the public street. They also have abandoned cars and motorcycles on their front lawn/driveway. They have trash and broken things all over the front of their home. Please do something as we are scared to walk on the sidewalk in front of their home due to rodents. I have sent this request in 3 times and they haven\'t done anything.
Kenneth Waldecker,CV20200883211,7/17/2020,6952 Paula Cir,Open,Possible unpermitted patio cover constructed within 5 inches of the side property line. #346454
Kenneth Waldecker,CV20200352220,7/23/2020,3561 Venture Dr,Open,"Current construction of room addition against back of house at 3561 Venture Drive. Poor construction materials, eyesore, contrasting architectural style, Doubtful the project is to code or a permit has been pulled. Inspector is welcome to contact me to arrange viewing from my backyard. Thank You #351680"
Kenneth Waldecker,CV20200056260,7/24/2020,16732 Pacific Coast Hwy,Open,"the Duffy rental place is offering not repair and maintenance. They currently have 3 boats in Dry dock on their parking lot. They do not hold a business license to operate a marine or a boat maintenance facility. They double and triple park their boats at night so it makes it hard for not owners to drive down. They also use the public beach to rent kayaks and paddle Boards. On weekends they play their stereo overly loud past 9pm and do not turn it off until 10 sometimes 11 MyHB# 351789, #354673, 355186, #353323 , 358440"
Kenneth Waldecker,CV20200057260,7/24/2020,5062 Caspian Cir,Open,Illegal Airbnb MYHB# 351683 (pics included)
Kenneth Waldecker,CV20200084216,8/3/2020,16872 Baruna Ln,Open,Flag poll on the property line that is about 25ft tall. *contact r/p* MyHB#358202.
Kenneth Waldecker,CV20200050519,8/3/2020,6532 Sorento Cir,Open,Gardeners arrive to cut front & back lawns at 7:15 a.m. usually on Friday mornings. This is a larger gardening service so I am sure they are aware of 8:00 am start time. MyHB #358147
Kenneth Waldecker,CV20201119211,8/7/2020,6831 Canterbury Dr,Open,owner of the home moved away to Washington about three years ago and no one has lived in it since then. Her name is Liz Bollinger. There are three completely dead trees in the backyard and the front yard is completely overgrown. The lawn gets mowed about once a year. The house is termite- ridden. Other neighbors have complained that they see termites flying around the yard. Daughter of owner is Susie Bollinger 206.236.0862. R/P believes the owner went to Washington to live with Susie #361484
Kenneth Waldecker,CV20201260211,8/14/2020,16857 Bayview Dr,Open,"My rental joins a fire alley that is public for walking or access to harbor via walking. Part of my access to my house is that alley. I work in a hospital in East LA, when I come home from work, I can never access my side house from alley where I walk to from my garage as cars are always parked there. It is to my understanding there were signs? however, the neighbor at 16857 bayview dr cut them down. My neighbor provided me pictures.Can we please put back the no parking signs, as some parking enforcement will not ticket as they are not familiar with the code for the fire alley. I would also like to know how the neighbor at 16857 bayview dr was able to build a wall in the public access that is a designated fire alley? It encroaches on city right a way #366192"
Kenneth Waldecker,CV20201294211,8/17/2020,6832 Lafayette Dr,Open,"Our quiet peaceful low density zoned neighborhood is being flagrantly ruined by an opportunist running and illegal high density rental operation out of his house. It is extremely annoying when neighbors have tried doing similar legally and are told NO by city officials and are then forced to pay full price buying expensive 4 plexes with NEGATIVE cash flows, while this criminal makes huge profits on his illegally converted studio apartments. He has done this for years and even advertises on Craig�s list and other media. We and other neighbors have even responded to his rental ads just to see inside first hand...!#367892"
Kenneth Waldecker,CV20200091216,8/18/2020,16735 Pacific Coast Hwy,Open,"They also have huge shipping containers on their property which, I was told that the Coastal Commission went out and told them it was not allowed to get rid of them. They are crowding up the canal with all their Duffy's that do not fit, they do not teach renters how to drive so people are always crashing into other boats, even almost ran over a swimmer..not safe! One caught on fire last week, my friend jumped in to put out the fire and now he is in the hospital just had surgery. They are NOT COVID compliant, they fill the boats up with no mask and don't even sanitize the boat before the next renters get in...its disgusting! This women/business should be shut down!. MyHB #358440."
Kenneth Waldecker,CV20201314211,8/19/2020,16226 Wayfarer Ln,Open,extension of a dock into the waterway at Huntington Harbor #369444
Kenneth Waldecker,CV20200093216,8/26/2020,6942 Lydia Dr,Open,P1 Garage Living myhb#197329
Kenneth Waldecker,CV20201354211,9/2/2020,6951 Carla Cir,Open,"I reported this back on August 7th, report #361515. Large bush/tree that is overhanging wall onto sidewalk on Goldenwest Street and going into power lines and power pole. It needs to be trimmed as it also has become a home to numerous rodents. The entire property needs general landscape appearance improvement. The entire backyard is overgrown and adding to the rodent problem.#378678"
Kenneth Waldecker,CV20201389211,9/8/2020,17165 S Pacific Ave,Open,"STVR-Air bnb rental, ALWAYS new people there, People leave at 10 or 11 and a new group is in at 4 or 5. The listing on Air bnb is found under the heading: Beachfront House w/Spa, Deck + VIEWS -Sleeps 10-12 It is a neighborhood nuisance, going on for over a year.#381346 R/P would like contact STVR Letter Sent 9/8 LS"
Kenneth Waldecker,CV20201423211,9/9/2020,5892 Meadowlark Dr,Open,"Used oil cans , work benches, clutter on front lawn. City trash cans always in plain view in the front yard.#382891"
Kenneth Waldecker,CV20201486211,9/18/2020,5541 Heil Ave,Open,Owner is thowing trash into the alley behind his house. R/p has seen rats comweone of the pile of trash. R/p tired talking to him aout this issue but he did nothing to resolve it. #389428
Kenneth Waldecker,CV20200193519,10/1/2020,6762 Marilyn Dr,Open,Mechanic work on vehicles and debris in the front of the property. MyHB #379957
Kenneth Waldecker,CV20200102216,10/12/2020,3272 Easter Cir,Open,Neighbor has boats parked off his dock excessively into our property. Needs to keep his boats in his property line #403690
Kenneth Waldecker,CV20201680211,10/12/2020,6812 Marilyn Dr,Open,"Hazard- Planting poisonous plants on city property and city parkways. R/p stated that he is worried kids may get sick from ingesting these plants. Her house also looks ""trashy"" and the plants she is planting are bringing in a ton of flies.#405118"
Kenneth Waldecker,CV20201751211,10/16/2020,6551 Warner Ave,Open,"Multiple cats, urine smell seeping through walls and hoarding in vehicle #408614"
Kenneth Waldecker,CV20201756211,10/19/2020,16772 Hoskins Ln,Open,They have installed a very very bright flood light facing r/ps bedroom. She hasn't been able to sleep for 2 days. She contacted PD whom did come out to see how bright the light was. they referred her to Code Enforcement. Contact r/p #409972
Kenneth Waldecker,CV20201790211,10/21/2020,16912 Pacific Coast Hwy,Open,Roof repair at Best Western Motel without permits? bucket being used to hold water draining from roof#412108
Kenneth Waldecker,CV20201801211,10/23/2020,16291 Gothard St,Open,"This is a new business, are they properly permitted for a RV storage facility? Www.oceasystorage.con #413314"
Kenneth Waldecker,CV20201895211,11/2/2020,16272 Honolulu Ln,Open,"The back and sides of this property have junk and garbage piled up 6 feet high along with weeds and overgrown vegetation, making it inaccessible in case of fire or emergency. We frequently see rats and other rodents roaming in and around the property. This poses a serious health and safety risk to adjoining properties.#419653"
Kenneth Waldecker,CV20200059219,11/10/2020,16251 San Clemente Cir,Open,"Unpemitted wall being constructed without City, HOA or Coastal Commission approval. Myhb #447858"
Kenneth Waldecker,CV20200109216,11/30/2020,16762 Hoskins Ln,Open,Vehicles parking in driveway aisle blocking access for neighboring vehicles pulling in and out of parking spaces.
Kenneth Waldecker,CV20200110216,12/1/2020,17145 Pacific Coast Hwy,Open,Vacant car wash closed down and have an ugly trashy fence that is always being graffitied regularly. They are an eye sore and makes our community Sunset Beach look trashy.
Kenneth Waldecker,CV20200111216,12/2/2020,16371 Gothard St,Open,Expired Conditional Use Permit for vehicle storage.
Kenneth Waldecker,CV20200112216,12/3/2020,16865 Bayview Dr,Open,Property line fencing falling over and unstable.
Kenneth Waldecker,CV20200114216,12/10/2020,16857 Bayview Dr,Open,Common property line fencing damaged and falling over onto neighboring property. Fence extension extending the fence to above 6 ft.
Kenneth Waldecker,CV20202348211,12/18/2020,15962 Springdale St,Open,"""**Approximate address** Trash and graffiti in alley behind Building #486745,.#511610."
Kenneth Waldecker,CV20210049211,1/6/2021,16172 Howland Ln,Open,"Residential neighbor installing and hard-wiring and portable gasoline generator to their electrical panel. The generator also dangerously abuts to their wooden storage shed and in close proximity of our property line. Beside the intolerable noise when running, it also appears to be a fire hazard where it sits. In addition, there are several gasoline and propane tanks at the location#496555"
Kenneth Waldecker,CV20210001260,1/7/2021,17111 S Pacific Ave,Open,R/P called in to report unpermitted major renovation that is completed. The property used to be two units but has been merged into being a single family dwelling without permits. Two meters and mulitple issues with plumbing and electrical has been observed by new tenant that raises saftey concerns. R/P is a Tenant has asked to remain confidential as he is a new renter.
Kenneth Waldecker,CV20210083211,1/13/2021,16811 Sea Witch Ln,Open,Built an overhang on the side of the house. Would like it to be checked to see if its proper. r/p would like contact (she also has the owners information if needed)#502259
Kenneth Waldecker,CV20210098211,1/21/2021,16541 S Pacific Ave,Open,STVR- vrbo. R/p would like to discuss #507350
Kenneth Waldecker,CV20210099211,1/21/2021,16525 S Pacific Ave,Open,STVR- vrbo. R/p would like to discuss #507357
Kenneth Waldecker,CV20210238211,2/22/2021,6791 Defiance Dr,Open,This home is at 6791 Defiance Dr. The zip code is 92647. It is an eyesore. The owners have done no maintenance to the landscaping for several years. It is way overgrown. I have spoken to several neighbors and we all agree that it needs to be cleaned up. It appears that the owners live out of state and seemingly don't care about this house.#529643
Kenneth Waldecker,CV20210008216,2/23/2021,5151 Heil Ave,Open,Property has junk regularly overflowing into the alley. Broken sink/vanity has been sitting in the alley for several weeks. MyHB #509484
Kenneth Waldecker,CV20210251211,2/24/2021,16081 Bondurant Cir,Open,Non permitted flag pole over 15 ft #531258
Kenneth Waldecker,CV20210269211,2/26/2021,16652 Charles Ln,Open,customer is still building wall after they were told they have to wait for their permit to be issued #533119
Kenneth Waldecker,CV20210275211,2/26/2021,5102 Flamingo Cir,Open,Mold in the walls and roof from a leaking ceiling for a long time..the management company told him to put a bucket under the leak and never fixed it. There a doggy door in the wall from a previous tenant(not r/p) that management is telling him to fix himself. There is also possible asbestos in the ceiling. He complained to management about these issues but he feels like they are threatening him. Cody (r/p) says that management is notoriously bad and hard to work with. He is worried for his children's health. He has photos and documentation. He is very upset and would like help as soon as possible #533719
Kenneth Waldecker,CV20210303211,3/1/2021,16356 Maruffa Cir,Open,16356 Maruffa Circle is being rented nightly and advertised as a nightly rental on AirBNB as well as other sites. Why is a hotel being allowed to operate in a residential neighborhood? This has been going on for years. Its unfair to local residents who didnt choose to live in a hotel zone.#534474
Kenneth Waldecker,CV20210009216,3/2/2021,0 APN 178- 532-72,Open,"Building a wall with french doors in the ally and removal of ""no parking in ally"" signs. The wall is clearly in the ally and it leads to his dock (see attached). 2. Building of an unpermitted and illegal dock in front of his house. He has a dock that runs along the side of his house along the channel and added the dock directly in front of his house so that it extends his dock further. #365890"
Kenneth Waldecker,CV20210337211,3/5/2021,6432 Myrtle Dr,Open,"Trash cans left in front of house. Gates that do not latch or lock. Standing water in trash cans in backyard. Old blue tarps disintegrated and blowing around the neighborhood. This house has been an eyesore in this neighborhood for 25 years. The owner has not lived there for 3 1/2 years. It�s an abandoned house, something needs to be done.#537668"
Kenneth Waldecker,CV20210011216,3/9/2021,16361 S Pacific Ave,Open,R/P provided full detail on MYHB#216216. Short Term Rental Property.
Kenneth Waldecker,CV20210012216,3/9/2021,16575 S Pacific Ave,Open,Short Term Rental.
Kenneth Waldecker,CV2021-18294,3/18/2021,16635 Pacific Coast Hwy,Open,Outdoor entertainment WITHOUT Live Entertainment Permit from City? also extending business outdoor without valid TEUP. MyHB #532665
Kenneth Waldecker,CV2021-18384,3/24/2021,6291 Winslow Dr,Open,"Renters leaving 4 large trash bins on street 24/7... In March new renters moved in since then trash bins have been on street constantly...never removed from curb. Bins located on Alden side of property,,,Second complaint filing"
Kenneth Waldecker,CV2021-18386,3/24/2021,16860 Pacific Coast Hwy,Open,Sunset Kayak- Has 2 large containers/pods in the parking area in a residential commercial area. r/p would like updates #514502
Kenneth Waldecker,CV2021-18386,3/24/2021,16860 Pacific Coast Hwy,Open,Sunset Kayak- Has 2 large containers/pods in the parking area in a residential commercial area. r/p would like updates #514502
Kenneth Waldecker,CV2021-18400,3/25/2021,16272 Chipper Ln,Open,"Can something be done about this? Scissors, hammer, various tools along with buckets, hanging plants, pots creating a hazard. Bags of planting soil holding up the fence. Too much to list. Such a eyesore to the entrance to our track."
Kenneth Waldecker,CV2021-18420,3/29/2021,16862 Pacific Coast Hwy,Open,Oversized vessel creating a navigational hazard per OC Harbor Patrol.
Kenneth Waldecker,CV2021-18435,3/29/2021,8452 Edinger Ave,Open,Large graffiti on side of liquor store business facing Newland Avenue#529799
Kenneth Waldecker,CV2021-18435,3/29/2021,8454 Edinger Ave,Open,Large graffiti on side of liquor store business facing Newland Avenue#529799
Kenneth Waldecker,CV2021-18435,3/29/2021,8452 Edinger Ave,Open,Large graffiti on side of liquor store business facing Newland Avenue#529799
Kenneth Waldecker,CV2021-18435,3/29/2021,8450 Edinger Ave,Open,Large graffiti on side of liquor store business facing Newland Avenue#529799
Kenneth Waldecker,CV2021-18435,3/29/2021,8456 Edinger Ave,Open,Large graffiti on side of liquor store business facing Newland Avenue#529799
Kenneth Waldecker,CV2021-18674,4/12/2021,6202 Hooker Dr,Open,Leaving grass and yard trimming out on the sidewalk? sometimes they get swept into the street
Kenneth Waldecker,CV2021-18682,4/12/2021,6041 Vane Cir,Open,Owners have built once AGAIN a storage shed too close to neighbor�s block fence. Once it starts raining water will run into the neighbor�s side of the house at 6051 Vane Circle. This occurred 4 or 5 years ago which they removed once the inspector came out. On around 9/24/20 it was built again. MyHB #399401
Kenneth Waldecker,CV2021-18732,4/15/2021,6961 Carla Cir,Open,"Trash, junk, toys, tools, old furniture, block and unsafe walk ways, completely trashed and filthy inside, not one smoke detector in house, loose electrical wires hanging from ceiling."
Kenneth Waldecker,CV2021-18804,4/20/2021,4916 Skipjack Dr,Open,Riviera Huntington H.O.A. is starting landscape with leaf blowers in my neighborhood before 8am. I was alerted and disturbed by intense noise heard throughout the neighborhood with leafblowers. How can anyone relax in this beach town when gardeners cant abide by city ordinance?! please cite this location or at least contact their HOA because I cannot find any info to complain to them directly. Ordinance says no loud noise until 8am. they started at 730am.
Kenneth Waldecker,CV2021-18805,4/20/2021,15962 Springdale St,Open,Graffiti on the old bank building and also next to the 99c Store.
Kenneth Waldecker,CV2021-18860,4/22/2021,16622 Simonne Ln,Open,Truck full of junk in front of the property
Kenneth Waldecker,CV2021-18861,4/22/2021,16278 Pacific Coast Hwy,Open,Storage of boats and trailers in back of property.
Kenneth Waldecker,CV2021-18890,4/26/2021,7831 Rhine Dr,Open,"Home recently finished construction but r/p believes the front doors may be unpermitted. She said that there are 2 separate front doors and it looks odd. Officer safety notice as r/p states there is suspicious behavior happening at this address, owner has been volatile."
Kenneth Waldecker,CV2021-18891,4/26/2021,16221 Fantasia Ln,Open,P1- Rental home attic insulation foam was discovered to be soaked in rat urine and feces along with a dead opossum. He stated it also smells strongly like mold and mildew. Rats have chewed through electrical wiring in the ceiling and chewed through asbestos. R/p would like help as soon as possible because his wife is pregnant and he is concerned their health.
Bobby Avina,CV20180490305,10/4/2018,"18182 Ivorycrest Ln, Huntington Beach, CA, USA",Open,"House is an eyesore. Trash in front, unkept landscaping, dilapidated conditions, trash/clutter in windows. myHB#182467"
Bobby Avina,CV20190033305,1/10/2019,"19171 Magnolia St,#1, Huntington Beach, CA, USA",Open,"Magnolia Shopping Center Parking lot - potholes, poor striping, broken curb stops, ADA stalls. Overgrown trees covering signs, poor lighting, poor aesthetic appearance. The landlord has paved a very small portion in front of the property and has done fresh stucco to the front that faces out to Magnolia. A new restaurant has built a patio into the designated parking spaces and now poses an issue with traffic flow on the south side of the parking lot. The curbs and handicap are not painted red for the fire dept and are the incorrect color blue. MyHB Ticket #134501"
Bobby Avina,CV20190019213,2/14/2019,"17411 Chapparal Ln, Huntington Beach, CA, USA",Open,Observed Trash and debris north side of driveway near side gate. Trash cans in public view on south side of the house. **HOARDING** MyHB # 144399 received 3/5/19 w/complaining party info Additional MyHB # 147371
Bobby Avina,CV20190448218,7/17/2019,"19332 Pitcairn Ln, Huntington Beach, CA, USA",Open,"Old tires, washer & misc items in driveway including 2 inops that havent moved in yrs - red BMW and van ***Officer Safety*** (see previous case history) 2/5/2020 (new complaint): Squatters built new front fence. It is falling down to a danger to neighbors and they are building an extra bathroom. MyHB# 174272 & MyHB 243542 & MyHB 243533"
Bobby Avina,CV20190535218,7/31/2019,"6501 Palm Ave, Huntington Beach, CA, USA",Open,"7/31/19 at 6:53am, Seacliff Golf Course runs gas powered lawn mower across golf course.Noise exceeds decibel levels before 7am. MyHB# 177617 P1.Seacliff Country Club- Standing pond water. Best seen from the home at 6132 Morningside. *contact r/p* myHB#178024"
Bobby Avina,CV20190596211,9/17/2019,"17021 B St, Huntington Beach, CA, USA",Open,Unpermitted gas line/ electrical. Unpermitted room additions. Trash piled up against the fence. Fire hazard. myHB#189826
Bobby Avina,CV20190758218,9/30/2019,"10141 Cutty Sark Dr, Huntington Beach, CA, USA",Open,Mosquitoes infestation in green slug pool in back yard. pool is full of green slim algae. please make them empty it - I think this is where the mosquitoes come from MyHB# 192859
Bobby Avina,CV20190800218,10/9/2019,"19061 Gothard St, Huntington Beach, CA, USA",Open,Business operating inside run-down building blowing out dust and potentially carconogenic particles into the air through fans on the side of the building and onto vehicles parked at 19091 Gothard. See attached photos of building/fans and windshield of RV that was just washed and now covered with dust/particles. MyHB 195632 & MyHB 204800
Bobby Avina,CV20190686211,10/22/2019,"7422 Cedar Dr, Huntington Beach, CA, USA",Open,Vacant lot being used by dodge/ chrysler to store and prep vehicles for painting. Fumes have been coming from the area. myhb#199285
Bobby Avina,CV20190923218,12/2/2019,"6791 Via Angelina Dr, Huntington Beach, CA, USA",Open,Hoarding
Bobby Avina,CV20200053211,1/30/2020,"8242 Polk Cir, Huntington Beach, CA, USA",Open,STOP WORK ISSUED BY BUILDING: DECK REPAIRS WITHOUT BUILDING PERMIT. REMOVING SOIL BELOW AND AROUND DECK AND HOUSE FOUNDATIONS. DECK EXTENSION AND GUARD RAIL CREATED. SHORING FOR EXPOSED FOUNDATIONS TO BE INSTALLED ASAP. PLANS AND ENGINEERING REQUIRED FOR DECK EXTENSION AND GUARD RAIL. - See Jimmy for more info. myhb#240264
Bobby Avina,CV20200111218,2/7/2020,"17191 Marina View Pl, Huntington Beach, CA, USA",Open,"My neighbor told me this construction is being done without a permit. They have already replaced the pool, incline driveway, full interior remodel and construction and are now currently building a roof top deck. **See Jimmy** MyHB 240258"
Bobby Avina,CV20200218218,3/3/2020,"6475 Marigayle Cir, Huntington Beach, CA, USA",Open,"Sketchy people coming in & out all hrs of the day & night. ""I feel scared for my childrens safety as well as mine. I believe they are running a rehab facility for drug addicts or selling drugs with the amount of cars & people activity.This is a single family home not a mixed use retail neighborhood! I hope this complaint is actually followed up on & taken seriously! It is bringing types of people In our neighborhood that are low-life no-working & extremely bad examples to our kids. I can�t walk any longer at night because I am scared of them or their pit bull they let loose on the street.single family residence and isnt being used as such."" There a constantly new residents occupying the home on a regular basis. MyHB 258398 & MyHB 258483 & MyHB 262995"
Bobby Avina,CV20200007219,4/8/2020,"19202 Fanshell Ln, Huntington Beach, CA, USA",Open,The Tides community has been removing a large number of trees and has barely replaced any of them. Based on title 23 zoning code chapter 232 landscape improvements it appears that major changes to landscaping require a permit. There are trees that might be protected that are being removed and they have not obtained guidance from an arborist for any of the trees that have and plan to be removed. Myhb #278028
Bobby Avina,CV20200309211,5/11/2020,"6672 Churchill Dr, Huntington Beach, CA, USA",Open,"8 foot retaining wall being built without permit, contractor falsely claims it was pre-existing. No inspection tag posted. our common wall is also at risk #295517"
Bobby Avina,CV20200610211,6/17/2020,"19092 Beach Blvd,#Q, Huntington Beach, CA, USA",Open,business at this unit is selling CBD despite the CofO note below prohibiting it.#320400
Bobby Avina,CV20200685211,6/24/2020,"19301 Manor Point Cir, Huntington Beach, CA, USA",Open,Overgrown trees at in rear yard of 19301 Manor Point Cir are a fire hazard to r/p's home at 6802 Lawnhaven. r/p would like updates #325349
Bobby Avina,CV20200739211,7/6/2020,"5072 Dunbar Dr,#2, Huntington Beach, CA, USA",Open,Garage #2 has water leak coming from beams? repairs done to the beams without Building Permits? landing repairs done without permits (landing located around new paint) #339506 **See Jimmy for history**
Bobby Avina,CV20200839211,7/13/2020,"5092 Dunbar Dr,#A, Huntington Beach, CA, USA",Open,Unpermitted deck replacement #345325
Bobby Avina,CV20200043219,8/3/2020,"17932 Metzler Ln, Huntington Beach, CA, USA",Open,USDA joint inspection regarding re-wrapping expired meats. Other potential violations at the business. Myhb #358200
Bobby Avina,CV20200053519,8/3/2020,"17090 Beach Blvd, Huntington Beach, CA, USA",Open,"This is an on going problem. Hertz rental company located on Beach and Blaylock is using residential streets to park and store cars for rent. The employees park on residential streets and so do customers. In addition cars/trucks for rent are stored on the streets 24 hours a day in an area where parking ins impacted. Parking enforcement will show up when I contact them. Hertz moves the cars off of the street only to park back on the street after the parking enforcement has left. When the Hertz employees pick up a car parked on the street they push the remote continuously wile walking up the street sounding the horn. I work from home teaching on line with my windows due to heat and no AC I hear the lovely sound of continuous honking horns and car alarms. In addition customers will store their cars on the streets, unload the belongings into the rental car and the sound of slamming doors fills the air, only to return latte at night days or weeks often at 11:00 pm when they pick-up their personal car and drop off the Hertz rental. I have talked to the operators of Hertz without resolve, placed notes on cars parked on the side of my house without resolve. The next step is to visit the Huntington Beach City Council and City Attorney. MyHB #358203"
Bobby Avina,CV20200094216,8/27/2020,"7042 Ford Dr, Huntington Beach, CA, USA",Open,Unpermitted work in the bedroom bathroom. Shower enclosure and sink removed. Related to case #2019-0141-305. Myhb #374522.
Bobby Avina,CV20201343211,9/2/2020,"7585 Ocean Point Dr, Huntington Beach, CA, USA",Open,Patio cover extends over perimeter wall. Ongoing electrical work #377721
Bobby Avina,CV20201446211,9/14/2020,"17061 Sandra Lee Ln, Huntington Beach, CA, USA",Open,"According to mail carrier, Apartment building at 17061 Sandra Lee Ln has now been upgraded from two units to four units. No permits on file with the City. On the doors is A1, A2, B1, & B2 #385967"
Bobby Avina,CV20201841211,10/26/2020,"4522 Warner Ave, Huntington Beach, CA, USA",Open,3rd floor balcony is starting to cave in and has sunk several inches due to water damage. R/p lives on the floor below and it is starting to damage his bedroom ceiling. There is mold and structual hazards present. He is worried his ceiling may cave in. contact r/p #415477
Bobby Avina,CV20200198257,11/3/2020,"8361 Amsterdam Dr, Huntington Beach, CA, USA",Open,Construction located to the rear of the property without building permits. New windows and possible sqft added to building. MyHB 421001
Bobby Avina,CV20200231519,11/12/2020,"18900 Delaware St, #109, Huntington Beach, CA, USA",Open,Ronald Craddick who owns unit 109 has created a fire risk to our building with all the trash located on his patio. See pictures on MyHB #448622
Bobby Avina,CV20202011211,11/13/2020,"8071 Constantine Dr, Huntington Beach, CA, USA",Open,Unit has had a mold test done that came back positive and management is ignoring it. Instead they served him with an eviction notice after he showed them the positive mold report. The whole complex and other units have mold and are in disrepair and falling apart #449721
Bobby Avina,CV20202169211,12/4/2020,"5121 Dunbar Dr, Huntington Beach, CA, USA",Open,R/p believes she is renting an unauthorized studio unit. Contact r/p #461924
Bobby Avina,CV20210043211,1/6/2021,"18790 Racquet Ln, Huntington Beach, CA, USA",Open,"Hoarder conditions. It smells horrible and there is a rat problem. R/P is the property manager, she has been told that the tenant is living in her kitchen because the deplorable conditions. #497414"
Bobby Avina,CV20210240211,2/22/2021,"8142 Ellis Ave, Huntington Beach, CA, USA",Open,Major remodel and front fence without permit #52944
Bobby Avina,CV20210014219,3/8/2021,"706 Main St, Huntington Beach, CA, USA",Open,Unpermitted construction at the property. Myhb #543716
Bobby Avina,CV2021-18225,3/15/2021,"6651 Shire Cir, Huntington Beach, CA, USA",Open,New wall no permit
Bobby Avina,CV2021-18264,3/15/2021,"19072 Florida St, Huntington Beach, CA, USA",Open,Termite maggot infestation. Black mold presence. Tenures and maggots on video. Apartment complex not wanting to do anything about it. Not quite sure what to do.#545376
Bobby Avina,CV2021-18270,3/16/2021,"18362 Oxboro Ln, Huntington Beach, CA, USA",Open,Dilapidated home and possible hoarding. Myhb #543709
